row_index,question_id,stem,option_A,option_B,option_C,option_D,gpt5_raw,gpt5_choice,gpt5_abstain_code,gpt5_confidence,gpt5_rationale
15,bca0f3ab7477c7fdc04f7ade627ab236c06db5b139750c7411cb93f4aaa749ee,A 24 year old man who has suffered from recurrent shoulder dislocation is found to have an early diastolic murmur best heard at left third intercostal space. He is tall and thin with a long arm span. What is the likely cause of the murmur?,Aortic stenosis,Pulmonary stenosis,Mitral stenosis,Tricuspid regurgitation,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""An early diastolic murmur at the left 3rd intercostal space (Erb’s point) in a tall, hypermobile patient suggests aortic regurgitation due to Marfan-associated aortic root dilation. Aortic regurgitation is not among the options, and the listed choices do not match the murmur’s timing or location.""
}",null,NO_VALID_OPTION,0.9,"An early diastolic murmur at the left 3rd intercostal space (Erb’s point) in a tall, hypermobile patient suggests aortic regurgitation due to Marfan-associated aortic root dilation. Aortic regurgitation is not among the options, and the listed choices do not match the murmur’s timing or location."
16,7cfc58c7adeeca17732e6dbb3b423dbf0a581a5008d3efda214cc6b8168d0c76,"A 28-year-old male was injured in a motorcycle accident in which he was not wearing a helmet. On admission to the emergency room he was in severe respiratory distress and hypotensive (blood pressure 80/40 mm. Hg), and appeared cyanotic. He was bleeding profusely from the nose and had an obviously open femur fracture with exposed bone. Breath sounds were decreased on the right side of the chest. The initial management priority should be:",Control of hemorrhage with anterior and posterior nasal packing.,Tube thoracostomy in the right hemithorax,Endotracheal intubation with in-line cervical traction.,Obtain intravenous access and begin emergency type O blood transfusions.,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.85,
  ""rationale"": ""Severe respiratory distress, cyanosis, hypotension, and absent breath sounds on the right indicate a tension pneumothorax with obstructive shock. Immediate chest decompression via tube thoracostomy is the priority before intubation or transfusion.""
}",B,,0.85,"Severe respiratory distress, cyanosis, hypotension, and absent breath sounds on the right indicate a tension pneumothorax with obstructive shock. Immediate chest decompression via tube thoracostomy is the priority before intubation or transfusion."
17,bc86888c0d7272af42a447835e2152de73ef672bde37bd33aaba65f18ee9fe1f,"A 50-year-old drug abuser presents with fever and weight loss. Exam shows hypertension, nodular skin rash, and peripheral neuropathy. ESR is 100 mm/L , and RBC casts are seen on urinalysis. What is the likely diagnosis?",Polymyalgia rheumatica,Reiter’s syndrome,Ankylosing spondylitis,Drug-induced lupus erythematosus,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.85,
  ""rationale"": ""The constellation of fever, weight loss, hypertension, nodular skin rash, peripheral neuropathy, and RBC casts suggests a systemic vasculitis such as polyarteritis nodosa, which is not among the options. The listed choices do not fit this presentation; drug-induced lupus typically spares the kidneys and the others do not cause this pattern of neuropathy and nephritic urine.""
}",null,NO_VALID_OPTION,0.85,"The constellation of fever, weight loss, hypertension, nodular skin rash, peripheral neuropathy, and RBC casts suggests a systemic vasculitis such as polyarteritis nodosa, which is not among the options. The listed choices do not fit this presentation; drug-induced lupus typically spares the kidneys and the others do not cause this pattern of neuropathy and nephritic urine."
18,a08c41234ec67f3778fbc05d789adffc5a16b36b5a2c10fd68071c2f66627009,A 2-year old child presents with two-day history of passage of blood-streaked loose stool. There was no associated vomiting but there was history of excessive crying prior to bowel opening. The most likely aetiology is:,Enterohaemorrhagic Escherichia coli.,Entamoeba coli,Shigella flexneri,Shigella dysenteriae,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""Blood-streaked stool with pain/tenesmus before defecation in a toddler suggests bacillary dysentery; the most common etiologic agent in children is Shigella flexneri. Entamoeba coli is nonpathogenic, and EHEC typically lacks tenesmus. Shigella dysenteriae is less common in endemic pediatric cases.""
}",C,,0.8,"Blood-streaked stool with pain/tenesmus before defecation in a toddler suggests bacillary dysentery; the most common etiologic agent in children is Shigella flexneri. Entamoeba coli is nonpathogenic, and EHEC typically lacks tenesmus. Shigella dysenteriae is less common in endemic pediatric cases."
19,679aca552d8a44e0afd303a2bfb8145f7a442018bc3f195c6ebf6ab6720cb314,A previously healthy 8-week old infant presents with four-week history of vomiting soon after each episode of breastfeeding. Abdominal examination reveals a non-tender epigastric mass. Which of the following dyselectrolytaemia is typical?,Hyperglycaemia,Hypoglycaemia,Hypokalaemia,Hypernatraemia,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The presentation suggests hypertrophic pyloric stenosis, which classically causes hypochloremic metabolic alkalosis with hypokalaemia due to vomiting and secondary hyperaldosteronism. Hyperglycaemia and hypoglycaemia are not typical, and hypernatraemia is not characteristic.""
}",C,,0.9,"The presentation suggests hypertrophic pyloric stenosis, which classically causes hypochloremic metabolic alkalosis with hypokalaemia due to vomiting and secondary hyperaldosteronism. Hyperglycaemia and hypoglycaemia are not typical, and hypernatraemia is not characteristic."
20,d183959faf38afcfcb291cbf683cf66e160ab9539bc9e4e0ddfa23f272a10492,"A 29-year-old woman presents to her GP with small lumps on her vulva. 
Examination reveals warty lesions. Subsequently she is referred to the vulval clinic. The biopsy of the lesions reveals benign genital warts. The following drugs can be used in the treatment of her condition except which one of the following?",Trichloracetic acid,Podophyllin,Podophyllotoxin,Dactinomycin,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Genital warts are treated with agents like trichloroacetic acid, podophyllin, and podophyllotoxin. Dactinomycin is a cytotoxic chemotherapeutic agent and is not used for benign genital warts.""
}",D,,0.9,"Genital warts are treated with agents like trichloroacetic acid, podophyllin, and podophyllotoxin. Dactinomycin is a cytotoxic chemotherapeutic agent and is not used for benign genital warts."
21,d2fcdf819ff30c5ea685a1bf6a1b9b4b1fe1455f20bb2147f387cc8c98daf92b,A 26-year-old woman presents for follow-up of her multiple sclerosis. She has had two separate episodes of optic neuritis and has noticed stutteringly progressive weakness in her lower extremities. She has a mild neurogenic bladder. MRI scanning reveals several plaques in the periventricular white matter and several other plaques in the brainstem. Which of the following best summarizes the role of interferon β for this disease?,It improves patients’ symptoms and has no significant side effects,It can cure one-third of patients,It reduces relapse rate by 50%,It improves survival,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.85,
  ""rationale"": ""Interferon β reduces relapse rates by about 30% and MRI activity, does not cure MS, has notable side effects (e.g., flu-like symptoms, liver abnormalities), and has no proven survival benefit. None of the options accurately reflect its role.""
}",null,NO_VALID_OPTION,0.85,"Interferon β reduces relapse rates by about 30% and MRI activity, does not cure MS, has notable side effects (e.g., flu-like symptoms, liver abnormalities), and has no proven survival benefit. None of the options accurately reflect its role."
22,4f5d98c72477b02a43fad895ba14baa5152fced1589da4a2c3c2f8453ce301bc,A 45-year-old woman presents to the clinic on account of easy fatigue and generalized pruritus for the past 5 months. She has a number of spider naevi over her chest and hepatomegaly 2 cm below subcostal margin. Liver function tests done were abnormal. Anti-mitochondrial antibody test is positive. What is the most likely diagnosis?,Alpha-1 antitrypsin deficiency,Wilson’s disease,Primary sclerosing cholangitis,Autoimmune hepatitis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""Anti-mitochondrial antibody positivity with pruritus and cholestatic features strongly suggests primary biliary cholangitis, which is not listed among the options. The provided choices do not match the hallmark AMA association.""
}",null,NO_VALID_OPTION,0.95,"Anti-mitochondrial antibody positivity with pruritus and cholestatic features strongly suggests primary biliary cholangitis, which is not listed among the options. The provided choices do not match the hallmark AMA association."
23,11b9d730349397642247b17fbc68510c89752e0cf1aef01f66f62e0ef3f5584e,A patient with psychotic disorder is convinced that she has caused a recent earthquake because she was bored and wishing for something exciting to occur. Which of the following symptoms MOST CLOSELY describes this symptom?,Echolalia,Obsession,Thought broadcasting,Nihilism,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""This is best described as magical thinking or a delusion of influence (believing one’s thoughts caused an external event). None of the listed options—echolalia, obsession, thought broadcasting, or nihilism—accurately describe this symptom.""
}",null,NO_VALID_OPTION,0.9,"This is best described as magical thinking or a delusion of influence (believing one’s thoughts caused an external event). None of the listed options—echolalia, obsession, thought broadcasting, or nihilism—accurately describe this symptom."
24,b2dce8406017590d925e3db8a7c60ceaf4a8acaa13ddfe24a48c48d9ca887d8e,A 20-year old male presents in your emergency room with multiple facial lacerations after a motorvehicle collision. There is one particularly deep laceration through the tragus and 4 cm into the parotid gland. You remember to check the facial nerve function and find no motion around the eye or over the forehead. The nasal ala flares on deep breathing and the corner of the mouth appears normal on smiling. What area of the facial nerve is most likely injured?,Main trunk,Inferior division,Superior division,Temporal branch,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.82,
  ""rationale"": ""Loss of forehead movement and eye closure implicates the temporofacial (superior) division supplying temporal and zygomatic branches, while preserved nasal ala flare and normal smile indicate the inferior division is intact.""
}",C,,0.82,"Loss of forehead movement and eye closure implicates the temporofacial (superior) division supplying temporal and zygomatic branches, while preserved nasal ala flare and normal smile indicate the inferior division is intact."
25,1fd10b9d8fc2562c7b172b3063466dc13ee6431af1c20056a37a076b22fe389b,"A 3-year-old male weighing 16 kg (35.3 pounds) presents with second and third-degree burns of his anterior trunk, upper back, and right arm, after pulling a large pot of boiling water off the stove onto himself. This is a 23% total body surface area burn. Fluid resuscitation is started based on the Parkland formula. When reassessing this patient 3 hours after starting fluid resuscitation, what would be an appropriate urine output?",0.25 mL/kg/hour,2.0 mL/kg/hour,1.0 ml/kg/hour,3.5 ml/kg/hour,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""For children under 30 kg receiving burn resuscitation, the target urine output is 1 mL/kg/hour. The other options are either too low or excessively high for standard thermal burns without myoglobinuria.""
}",C,,0.9,"For children under 30 kg receiving burn resuscitation, the target urine output is 1 mL/kg/hour. The other options are either too low or excessively high for standard thermal burns without myoglobinuria."
26,89dc65251515e6a66ac71036fce32a8ba2e298e2710b7928990697e7125a9a95,A 32-year-old woman is seen at the Endocrine Clinic on account of recurring headaches and episodes of diaphoresis. She was diagnosed of hypertension 6 months which have worsened over the last few months despite starting lisinopril 10 mg daily. Blood pressure checked is 160/94 mmHg. It is also noticed that she had a large tongue and prominent lower jaw. Her body mass index is 24 kg/m2. What is the likely cause of the hypertension?,Cushing disease,Primary hypertension,Acromegaly,Phaechromocytoma,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.86,
  ""rationale"": ""Macroglossia and prognathism strongly suggest acromegaly due to a GH-secreting pituitary adenoma. Acromegaly commonly causes secondary hypertension and can present with headaches and diaphoresis. The other options do not explain the distinctive craniofacial features.""
}",C,,0.86,Macroglossia and prognathism strongly suggest acromegaly due to a GH-secreting pituitary adenoma. Acromegaly commonly causes secondary hypertension and can present with headaches and diaphoresis. The other options do not explain the distinctive craniofacial features.
27,e8b57e5faf23bb2c13c0092ce69e3f60f4015c76f49668e0b7664c68b7af093b,"A 1-year-old child presents with crying continuously and drawing his legs up. The mother reports associated episodes of passing bloody mucus per rectum. A long, thin mass is palpable in the right upper quadrant of the abdomen. No peritoneal signs are present. Intussusception is suspected. Which of the following is the most appropriate next step?",Administration of IV fluids and observation,Diagnostic laparoscopy with laparoscopic reduction,Exploratory laparotomy with bowel resection,Decompressive colonoscopy with placement of a rectal tube,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""Stable pediatric intussusception without peritoneal signs is best managed initially with radiologic pneumatic or hydrostatic enema reduction, which is both diagnostic and therapeutic. None of the listed options reflect this standard first-line approach.""
}",null,NO_VALID_OPTION,0.9,"Stable pediatric intussusception without peritoneal signs is best managed initially with radiologic pneumatic or hydrostatic enema reduction, which is both diagnostic and therapeutic. None of the listed options reflect this standard first-line approach."
28,dada4d61b14696cd165474a39fdec770b6dd8da0e1f32d1d48ccf53a010878bf,A 38-year-old male presents with hypertension and worsening renal function. An ultrasound done showed multiple cysts in both kidneys as well as cysts in the liver. A diagnosis of polycystic kidney disease is made. Which of the following is the most important association with the diagnosis?,Infertility,Colon cancer,Type 1 diabetes,Cerebral aneurysms,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""Autosomal dominant polycystic kidney disease is classically associated with intracranial (berry) aneurysms, which can lead to subarachnoid hemorrhage. The other options are not typical associations.""
}",D,,0.95,"Autosomal dominant polycystic kidney disease is classically associated with intracranial (berry) aneurysms, which can lead to subarachnoid hemorrhage. The other options are not typical associations."
