row_index,question_id,stem,option_A,option_B,option_C,option_D,gpt5_raw,gpt5_choice,gpt5_abstain_code,gpt5_confidence,gpt5_rationale
11,e5a27fedf79c3a2209069f7839800ea8c7a2a1e7707c5cf4ff377bfaca63d8f2,"Kwesi Simon Senyo is a 25 year old man whose presented with the father to you at the clinic. His father reports that Kwesi has been a stubborn child since childhood. He would skip school , bully other children , steal from home and sometimes insulted his teachers. Currently he has not been able to stay in school, he has been caught for stealing and scamming people on several occasions. He mostly lies to get money from the parents. He thinks mostly about himself and wouldn’t mind hurting other people to benefit himself. He lacks remorse when he does bad things and is confronted. 
What is the most likely diagnosis for Kwesi’s condition?",Narcissistic personality disorder,Histrionic personality disorder,Avoidant personality disorder,Antisocial personality disorder,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.93,
  ""rationale"": ""Lifelong pattern of violating the rights of others, deceitfulness, impulsivity, aggression, and lack of remorse with evidence of conduct problems since childhood is most consistent with antisocial personality disorder. Other options do not account for the pervasive criminal and exploitative behavior.""
}",D,,0.93,"Lifelong pattern of violating the rights of others, deceitfulness, impulsivity, aggression, and lack of remorse with evidence of conduct problems since childhood is most consistent with antisocial personality disorder. Other options do not account for the pervasive criminal and exploitative behavior."
12,6263a5adb39b83da19092c21e63885cd03f5003aebb1ace6bd465d4440186fae,"A 35-year-old lady presented with a breast lump, 2 cm X 2 cm, next to the nipple. There were three mobile axillary nodes. There was no skin involvement and not fixed to the pectoral muscle. Trucut biopsy of the lump showed duct carcinoma. Sentinel node biopsy was negative. There was no evidence of distant metastases. Given this information ONLY, the best option of her management is:","Do modified radical mastectomy, chemotherapy and radiotherapy","Do simple mastectomy, axillary lymph node dissection, chemotherapy and radiotherapy","Do simple mastectomy, chemotherapy, and radiotherapy.","Do modified radical mastectomy, chemotherapy, radiotherapy, tamoxifen, and Herceptin","{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""With a negative sentinel node, axillary dissection is not indicated; postmastectomy radiation is generally not indicated for a 2 cm, node-negative tumor; and endocrine/HER2 therapies depend on receptor status not provided. None of the options aligns with appropriate management based on the given information.""
}",null,NO_VALID_OPTION,0.8,"With a negative sentinel node, axillary dissection is not indicated; postmastectomy radiation is generally not indicated for a 2 cm, node-negative tumor; and endocrine/HER2 therapies depend on receptor status not provided. None of the options aligns with appropriate management based on the given information."
13,ad5870ceb62ff64b5859fa3e63e156ac1f26b5ec1a99b316211bcee05f3b96cc,A 65-year-old man has had pain in the left hip joint for a few years that has begun to subside but he then has noticed a reduction in the joint range of motion in the same hip. The most useful single thing he should do is?,Engage in sessions of physiotherapy to loosen the joint,Test for rheumatoid factor,Start a two-week trial of anti-inflammatory drugs to further reduce the pain,Consider hip replacement surgery,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.82,
  ""rationale"": ""In an older adult with years of hip pain now giving way to significant loss of motion, the most useful intervention is definitive management of advanced osteoarthritis with total hip replacement. NSAIDs won’t restore range, RF testing is not indicated, and physiotherapy cannot overcome mechanical restriction from joint degeneration.""
}",D,,0.82,"In an older adult with years of hip pain now giving way to significant loss of motion, the most useful intervention is definitive management of advanced osteoarthritis with total hip replacement. NSAIDs won’t restore range, RF testing is not indicated, and physiotherapy cannot overcome mechanical restriction from joint degeneration."
14,623fbab888a119358819c7e5113d64fc8541b9c8bcb1008947ab7cb97e89fee5,"A 68-year-old man is admitted to hospital with pneumonia and hyponatraemia with a sodium of 116 mmol/l. He was treated with antibiotics and rapid infusions of 3% hypertonic soline. Despite initial improvement, he started having seizures and went into a coma the next day. What is the possible cause of his deterioration?",Central pontine myelinosis,Acute stroke,Syndrome of inappropriate antidiuretic hormone secretion,Meningitis,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.82,
  ""rationale"": ""Rapid correction of severe hyponatraemia can cause osmotic demyelination syndrome (central pontine myelinolysis), leading to seizures and coma. The temporal relationship to hypertonic saline makes this the most likely cause rather than stroke, SIADH, or meningitis.""
}",A,,0.82,"Rapid correction of severe hyponatraemia can cause osmotic demyelination syndrome (central pontine myelinolysis), leading to seizures and coma. The temporal relationship to hypertonic saline makes this the most likely cause rather than stroke, SIADH, or meningitis."
15,bca0f3ab7477c7fdc04f7ade627ab236c06db5b139750c7411cb93f4aaa749ee,A 24 year old man who has suffered from recurrent shoulder dislocation is found to have an early diastolic murmur best heard at left third intercostal space. He is tall and thin with a long arm span. What is the likely cause of the murmur?,Aortic stenosis,Pulmonary stenosis,Mitral stenosis,Tricuspid regurgitation,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.86,
  ""rationale"": ""Tall, thin habitus with joint laxity suggests Marfan syndrome, and an early diastolic murmur best heard at the left 3rd intercostal space is classic for aortic regurgitation from aortic root dilation. Aortic regurgitation is not among the options provided.""
}",null,NO_VALID_OPTION,0.86,"Tall, thin habitus with joint laxity suggests Marfan syndrome, and an early diastolic murmur best heard at the left 3rd intercostal space is classic for aortic regurgitation from aortic root dilation. Aortic regurgitation is not among the options provided."
16,7cfc58c7adeeca17732e6dbb3b423dbf0a581a5008d3efda214cc6b8168d0c76,"A 28-year-old male was injured in a motorcycle accident in which he was not wearing a helmet. On admission to the emergency room he was in severe respiratory distress and hypotensive (blood pressure 80/40 mm. Hg), and appeared cyanotic. He was bleeding profusely from the nose and had an obviously open femur fracture with exposed bone. Breath sounds were decreased on the right side of the chest. The initial management priority should be:",Control of hemorrhage with anterior and posterior nasal packing.,Tube thoracostomy in the right hemithorax,Endotracheal intubation with in-line cervical traction.,Obtain intravenous access and begin emergency type O blood transfusions.,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.78,
  ""rationale"": ""Unilateral decreased breath sounds with severe respiratory distress, hypotension, and cyanosis in trauma strongly suggests a tension pneumothorax. Immediate decompression with tube thoracostomy is the life-saving priority; intubation or blood transfusion without decompression can worsen hemodynamics.""
}",B,,0.78,"Unilateral decreased breath sounds with severe respiratory distress, hypotension, and cyanosis in trauma strongly suggests a tension pneumothorax. Immediate decompression with tube thoracostomy is the life-saving priority; intubation or blood transfusion without decompression can worsen hemodynamics."
17,bc86888c0d7272af42a447835e2152de73ef672bde37bd33aaba65f18ee9fe1f,"A 50-year-old drug abuser presents with fever and weight loss. Exam shows hypertension, nodular skin rash, and peripheral neuropathy. ESR is 100 mm/L , and RBC casts are seen on urinalysis. What is the likely diagnosis?",Polymyalgia rheumatica,Reiter’s syndrome,Ankylosing spondylitis,Drug-induced lupus erythematosus,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.85,
  ""rationale"": ""The presentation (fever, weight loss, hypertension, nodular skin lesions, peripheral neuropathy, very high ESR, and RBC casts) suggests a systemic vasculitis with glomerulonephritis, such as microscopic polyangiitis or polyarteritis nodosa, rather than any listed option. Drug-induced lupus typically spares the kidneys, and the other options do not fit the clinical picture.""
}",null,NO_VALID_OPTION,0.85,"The presentation (fever, weight loss, hypertension, nodular skin lesions, peripheral neuropathy, very high ESR, and RBC casts) suggests a systemic vasculitis with glomerulonephritis, such as microscopic polyangiitis or polyarteritis nodosa, rather than any listed option. Drug-induced lupus typically spares the kidneys, and the other options do not fit the clinical picture."
18,a08c41234ec67f3778fbc05d789adffc5a16b36b5a2c10fd68071c2f66627009,A 2-year old child presents with two-day history of passage of blood-streaked loose stool. There was no associated vomiting but there was history of excessive crying prior to bowel opening. The most likely aetiology is:,Enterohaemorrhagic Escherichia coli.,Entamoeba coli,Shigella flexneri,Shigella dysenteriae,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.78,
  ""rationale"": ""Excessive crying prior to bowel opening suggests tenesmus from colonic inflammation, typical of shigellosis. Shigella flexneri is a common cause of bacillary dysentery in toddlers; EHEC lacks tenesmus and Entamoeba coli is nonpathogenic. Shigella dysenteriae usually presents more severely.""
}",C,,0.78,"Excessive crying prior to bowel opening suggests tenesmus from colonic inflammation, typical of shigellosis. Shigella flexneri is a common cause of bacillary dysentery in toddlers; EHEC lacks tenesmus and Entamoeba coli is nonpathogenic. Shigella dysenteriae usually presents more severely."
19,679aca552d8a44e0afd303a2bfb8145f7a442018bc3f195c6ebf6ab6720cb314,A previously healthy 8-week old infant presents with four-week history of vomiting soon after each episode of breastfeeding. Abdominal examination reveals a non-tender epigastric mass. Which of the following dyselectrolytaemia is typical?,Hyperglycaemia,Hypoglycaemia,Hypokalaemia,Hypernatraemia,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Vomiting soon after feeds with a non-tender epigastric mass in an infant suggests hypertrophic pyloric stenosis. The classic disturbance is hypochloraemic, hypokalaemic metabolic alkalosis from loss of gastric acid and secondary hyperaldosteronism. Thus, hypokalaemia is typical.""
}",C,,0.9,"Vomiting soon after feeds with a non-tender epigastric mass in an infant suggests hypertrophic pyloric stenosis. The classic disturbance is hypochloraemic, hypokalaemic metabolic alkalosis from loss of gastric acid and secondary hyperaldosteronism. Thus, hypokalaemia is typical."
20,d183959faf38afcfcb291cbf683cf66e160ab9539bc9e4e0ddfa23f272a10492,"A 29-year-old woman presents to her GP with small lumps on her vulva. 
Examination reveals warty lesions. Subsequently she is referred to the vulval clinic. The biopsy of the lesions reveals benign genital warts. The following drugs can be used in the treatment of her condition except which one of the following?",Trichloracetic acid,Podophyllin,Podophyllotoxin,Dactinomycin,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.94,
  ""rationale"": ""Genital warts can be treated with trichloroacetic acid, podophyllin, or podophyllotoxin. Dactinomycin is an antineoplastic agent used for cancers (e.g., gestational trophoblastic neoplasia) and is not used for genital warts.""
}",D,,0.94,"Genital warts can be treated with trichloroacetic acid, podophyllin, or podophyllotoxin. Dactinomycin is an antineoplastic agent used for cancers (e.g., gestational trophoblastic neoplasia) and is not used for genital warts."
21,d2fcdf819ff30c5ea685a1bf6a1b9b4b1fe1455f20bb2147f387cc8c98daf92b,A 26-year-old woman presents for follow-up of her multiple sclerosis. She has had two separate episodes of optic neuritis and has noticed stutteringly progressive weakness in her lower extremities. She has a mild neurogenic bladder. MRI scanning reveals several plaques in the periventricular white matter and several other plaques in the brainstem. Which of the following best summarizes the role of interferon β for this disease?,It improves patients’ symptoms and has no significant side effects,It can cure one-third of patients,It reduces relapse rate by 50%,It improves survival,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""Interferon β typically reduces relapse rates by about 30%, not 50%. It has notable side effects, is not curative, and survival benefit is not a standard established outcome. Therefore none of the options accurately summarize its role.""
}",null,NO_VALID_OPTION,0.8,"Interferon β typically reduces relapse rates by about 30%, not 50%. It has notable side effects, is not curative, and survival benefit is not a standard established outcome. Therefore none of the options accurately summarize its role."
22,4f5d98c72477b02a43fad895ba14baa5152fced1589da4a2c3c2f8453ce301bc,A 45-year-old woman presents to the clinic on account of easy fatigue and generalized pruritus for the past 5 months. She has a number of spider naevi over her chest and hepatomegaly 2 cm below subcostal margin. Liver function tests done were abnormal. Anti-mitochondrial antibody test is positive. What is the most likely diagnosis?,Alpha-1 antitrypsin deficiency,Wilson’s disease,Primary sclerosing cholangitis,Autoimmune hepatitis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""Anti-mitochondrial antibody positivity in a middle-aged woman with pruritus and cholestatic features is classic for primary biliary cholangitis, which is not among the options. The listed alternatives do not match the antibody profile or typical presentation.""
}",null,NO_VALID_OPTION,0.9,"Anti-mitochondrial antibody positivity in a middle-aged woman with pruritus and cholestatic features is classic for primary biliary cholangitis, which is not among the options. The listed alternatives do not match the antibody profile or typical presentation."
23,11b9d730349397642247b17fbc68510c89752e0cf1aef01f66f62e0ef3f5584e,A patient with psychotic disorder is convinced that she has caused a recent earthquake because she was bored and wishing for something exciting to occur. Which of the following symptoms MOST CLOSELY describes this symptom?,Echolalia,Obsession,Thought broadcasting,Nihilism,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""This vignette describes magical thinking/delusion of influence (belief that one’s thoughts caused an external event), which is not among the options. Echolalia, obsession, thought broadcasting, and nihilism do not fit this presentation.""
}",null,NO_VALID_OPTION,0.9,"This vignette describes magical thinking/delusion of influence (belief that one’s thoughts caused an external event), which is not among the options. Echolalia, obsession, thought broadcasting, and nihilism do not fit this presentation."
24,b2dce8406017590d925e3db8a7c60ceaf4a8acaa13ddfe24a48c48d9ca887d8e,A 20-year old male presents in your emergency room with multiple facial lacerations after a motorvehicle collision. There is one particularly deep laceration through the tragus and 4 cm into the parotid gland. You remember to check the facial nerve function and find no motion around the eye or over the forehead. The nasal ala flares on deep breathing and the corner of the mouth appears normal on smiling. What area of the facial nerve is most likely injured?,Main trunk,Inferior division,Superior division,Temporal branch,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Loss of forehead and eye movement implicates the temporal and zygomatic branches, while preserved nasal flaring and smiling indicate buccal and marginal mandibular function is intact. This pattern localizes to an injury of the superior (temporofacial) division within the parotid.""
}",C,,0.9,"Loss of forehead and eye movement implicates the temporal and zygomatic branches, while preserved nasal flaring and smiling indicate buccal and marginal mandibular function is intact. This pattern localizes to an injury of the superior (temporofacial) division within the parotid."
25,1fd10b9d8fc2562c7b172b3063466dc13ee6431af1c20056a37a076b22fe389b,"A 3-year-old male weighing 16 kg (35.3 pounds) presents with second and third-degree burns of his anterior trunk, upper back, and right arm, after pulling a large pot of boiling water off the stove onto himself. This is a 23% total body surface area burn. Fluid resuscitation is started based on the Parkland formula. When reassessing this patient 3 hours after starting fluid resuscitation, what would be an appropriate urine output?",0.25 mL/kg/hour,2.0 mL/kg/hour,1.0 ml/kg/hour,3.5 ml/kg/hour,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""In pediatric burn resuscitation, the target urine output is approximately 1 mL/kg/hour to assess adequacy of fluids. Lower values suggest under-resuscitation, while higher sustained outputs may indicate over-resuscitation unless special circumstances (e.g., electrical injury) exist.""
}",C,,0.9,"In pediatric burn resuscitation, the target urine output is approximately 1 mL/kg/hour to assess adequacy of fluids. Lower values suggest under-resuscitation, while higher sustained outputs may indicate over-resuscitation unless special circumstances (e.g., electrical injury) exist."
26,89dc65251515e6a66ac71036fce32a8ba2e298e2710b7928990697e7125a9a95,A 32-year-old woman is seen at the Endocrine Clinic on account of recurring headaches and episodes of diaphoresis. She was diagnosed of hypertension 6 months which have worsened over the last few months despite starting lisinopril 10 mg daily. Blood pressure checked is 160/94 mmHg. It is also noticed that she had a large tongue and prominent lower jaw. Her body mass index is 24 kg/m2. What is the likely cause of the hypertension?,Cushing disease,Primary hypertension,Acromegaly,Phaechromocytoma,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.86,
  ""rationale"": ""Macroglossia and prognathism are classic stigmata of acromegaly, which commonly causes hypertension and hyperhidrosis. Headaches can result from a pituitary adenoma. This constellation makes acromegaly the most likely cause over pheochromocytoma or Cushing disease.""
}",C,,0.86,"Macroglossia and prognathism are classic stigmata of acromegaly, which commonly causes hypertension and hyperhidrosis. Headaches can result from a pituitary adenoma. This constellation makes acromegaly the most likely cause over pheochromocytoma or Cushing disease."
27,e8b57e5faf23bb2c13c0092ce69e3f60f4015c76f49668e0b7664c68b7af093b,"A 1-year-old child presents with crying continuously and drawing his legs up. The mother reports associated episodes of passing bloody mucus per rectum. A long, thin mass is palpable in the right upper quadrant of the abdomen. No peritoneal signs are present. Intussusception is suspected. Which of the following is the most appropriate next step?",Administration of IV fluids and observation,Diagnostic laparoscopy with laparoscopic reduction,Exploratory laparotomy with bowel resection,Decompressive colonoscopy with placement of a rectal tube,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.92,
  ""rationale"": ""Stable pediatric intussusception without peritoneal signs is best managed with diagnostic and therapeutic pneumatic or hydrostatic enema, which is not listed. Observation alone, colonoscopic decompression, or immediate surgery are inappropriate unless enema reduction fails or peritonitis/perforation is present.""
}",null,NO_VALID_OPTION,0.92,"Stable pediatric intussusception without peritoneal signs is best managed with diagnostic and therapeutic pneumatic or hydrostatic enema, which is not listed. Observation alone, colonoscopic decompression, or immediate surgery are inappropriate unless enema reduction fails or peritonitis/perforation is present."
28,dada4d61b14696cd165474a39fdec770b6dd8da0e1f32d1d48ccf53a010878bf,A 38-year-old male presents with hypertension and worsening renal function. An ultrasound done showed multiple cysts in both kidneys as well as cysts in the liver. A diagnosis of polycystic kidney disease is made. Which of the following is the most important association with the diagnosis?,Infertility,Colon cancer,Type 1 diabetes,Cerebral aneurysms,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.92,
  ""rationale"": ""Autosomal dominant polycystic kidney disease is notably associated with intracranial (berry) aneurysms, which can lead to subarachnoid hemorrhage and are clinically critical to recognize. The other options are not hallmark associations.""
}",D,,0.92,"Autosomal dominant polycystic kidney disease is notably associated with intracranial (berry) aneurysms, which can lead to subarachnoid hemorrhage and are clinically critical to recognize. The other options are not hallmark associations."
