row_index,question_id,stem,option_A,option_B,option_C,option_D,gpt5_raw,gpt5_choice,gpt5_abstain_code,gpt5_confidence,gpt5_rationale
11,e5a27fedf79c3a2209069f7839800ea8c7a2a1e7707c5cf4ff377bfaca63d8f2,"Kwesi Simon Senyo is a 25 year old man whose presented with the father to you at the clinic. His father reports that Kwesi has been a stubborn child since childhood. He would skip school , bully other children , steal from home and sometimes insulted his teachers. Currently he has not been able to stay in school, he has been caught for stealing and scamming people on several occasions. He mostly lies to get money from the parents. He thinks mostly about himself and wouldn’t mind hurting other people to benefit himself. He lacks remorse when he does bad things and is confronted. 
What is the most likely diagnosis for Kwesi’s condition?",Narcissistic personality disorder,Histrionic personality disorder,Avoidant personality disorder,Antisocial personality disorder,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Kwesi's history of persistent rule-breaking, deceitfulness, lack of remorse, and disregard for others' rights since childhood aligns with antisocial personality disorder. This diagnosis fits better than the other options, which do not typically involve such consistent aggressive and exploitative behaviors.""
}",D,,0.9,"Kwesi's history of persistent rule-breaking, deceitfulness, lack of remorse, and disregard for others' rights since childhood aligns with antisocial personality disorder. This diagnosis fits better than the other options, which do not typically involve such consistent aggressive and exploitative behaviors."
12,6263a5adb39b83da19092c21e63885cd03f5003aebb1ace6bd465d4440186fae,"A 35-year-old lady presented with a breast lump, 2 cm X 2 cm, next to the nipple. There were three mobile axillary nodes. There was no skin involvement and not fixed to the pectoral muscle. Trucut biopsy of the lump showed duct carcinoma. Sentinel node biopsy was negative. There was no evidence of distant metastases. Given this information ONLY, the best option of her management is:","Do modified radical mastectomy, chemotherapy and radiotherapy","Do simple mastectomy, axillary lymph node dissection, chemotherapy and radiotherapy","Do simple mastectomy, chemotherapy, and radiotherapy.","Do modified radical mastectomy, chemotherapy, radiotherapy, tamoxifen, and Herceptin","{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""Modified radical mastectomy addresses the breast lump and axillary nodes, which are present despite a negative sentinel node biopsy. Chemotherapy and radiotherapy are standard for ductal carcinoma to address potential microscopic spread and local control. This option balances comprehensive treatment without overtreatment.""
}",A,,0.8,"Modified radical mastectomy addresses the breast lump and axillary nodes, which are present despite a negative sentinel node biopsy. Chemotherapy and radiotherapy are standard for ductal carcinoma to address potential microscopic spread and local control. This option balances comprehensive treatment without overtreatment."
13,ad5870ceb62ff64b5859fa3e63e156ac1f26b5ec1a99b316211bcee05f3b96cc,A 65-year-old man has had pain in the left hip joint for a few years that has begun to subside but he then has noticed a reduction in the joint range of motion in the same hip. The most useful single thing he should do is?,Engage in sessions of physiotherapy to loosen the joint,Test for rheumatoid factor,Start a two-week trial of anti-inflammatory drugs to further reduce the pain,Consider hip replacement surgery,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.7,
  ""rationale"": ""Physiotherapy is often the first-line approach to improve joint mobility and reduce stiffness in conditions like osteoarthritis, which is likely given the age and symptoms. It is non-invasive and can help delay the need for surgical intervention. If ineffective, further evaluation or other treatments can be considered.""
}",A,,0.7,"Physiotherapy is often the first-line approach to improve joint mobility and reduce stiffness in conditions like osteoarthritis, which is likely given the age and symptoms. It is non-invasive and can help delay the need for surgical intervention. If ineffective, further evaluation or other treatments can be considered."
14,623fbab888a119358819c7e5113d64fc8541b9c8bcb1008947ab7cb97e89fee5,"A 68-year-old man is admitted to hospital with pneumonia and hyponatraemia with a sodium of 116 mmol/l. He was treated with antibiotics and rapid infusions of 3% hypertonic soline. Despite initial improvement, he started having seizures and went into a coma the next day. What is the possible cause of his deterioration?",Central pontine myelinosis,Acute stroke,Syndrome of inappropriate antidiuretic hormone secretion,Meningitis,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Rapid correction of severe hyponatremia with hypertonic saline can lead to central pontine myelinolysis, a condition causing neurological deterioration including seizures and coma. This is a well-documented risk in such scenarios.""
}",A,,0.9,"Rapid correction of severe hyponatremia with hypertonic saline can lead to central pontine myelinolysis, a condition causing neurological deterioration including seizures and coma. This is a well-documented risk in such scenarios."
15,bca0f3ab7477c7fdc04f7ade627ab236c06db5b139750c7411cb93f4aaa749ee,A 24 year old man who has suffered from recurrent shoulder dislocation is found to have an early diastolic murmur best heard at left third intercostal space. He is tall and thin with a long arm span. What is the likely cause of the murmur?,Aortic stenosis,Pulmonary stenosis,Mitral stenosis,Tricuspid regurgitation,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.0,
  ""rationale"": ""The clinical presentation suggests a possible connective tissue disorder like Marfan syndrome, which is associated with aortic regurgitation, fitting the early diastolic murmur at the left third intercostal space. However, none of the provided options include aortic regurgitation, and the listed choices do not align with the likely diagnosis.""
}",null,INSUFFICIENT_INFO,0.0,"The clinical presentation suggests a possible connective tissue disorder like Marfan syndrome, which is associated with aortic regurgitation, fitting the early diastolic murmur at the left third intercostal space. However, none of the provided options include aortic regurgitation, and the listed choices do not align with the likely diagnosis."
16,7cfc58c7adeeca17732e6dbb3b423dbf0a581a5008d3efda214cc6b8168d0c76,"A 28-year-old male was injured in a motorcycle accident in which he was not wearing a helmet. On admission to the emergency room he was in severe respiratory distress and hypotensive (blood pressure 80/40 mm. Hg), and appeared cyanotic. He was bleeding profusely from the nose and had an obviously open femur fracture with exposed bone. Breath sounds were decreased on the right side of the chest. The initial management priority should be:",Control of hemorrhage with anterior and posterior nasal packing.,Tube thoracostomy in the right hemithorax,Endotracheal intubation with in-line cervical traction.,Obtain intravenous access and begin emergency type O blood transfusions.,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is in severe respiratory distress and cyanotic, indicating a critical airway or breathing issue. Endotracheal intubation with in-line cervical traction addresses the immediate need to secure the airway and stabilize potential cervical spine injury from the trauma. This takes precedence over other interventions in the ABC (Airway, Breathing, Circulation) priority sequence.""
}",C,,0.9,"The patient is in severe respiratory distress and cyanotic, indicating a critical airway or breathing issue. Endotracheal intubation with in-line cervical traction addresses the immediate need to secure the airway and stabilize potential cervical spine injury from the trauma. This takes precedence over other interventions in the ABC (Airway, Breathing, Circulation) priority sequence."
17,bc86888c0d7272af42a447835e2152de73ef672bde37bd33aaba65f18ee9fe1f,"A 50-year-old drug abuser presents with fever and weight loss. Exam shows hypertension, nodular skin rash, and peripheral neuropathy. ESR is 100 mm/L , and RBC casts are seen on urinalysis. What is the likely diagnosis?",Polymyalgia rheumatica,Reiter’s syndrome,Ankylosing spondylitis,Drug-induced lupus erythematosus,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""The clinical presentation of fever, weight loss, hypertension, nodular rash, peripheral neuropathy, elevated ESR, and RBC casts suggests a systemic vasculitis like polyarteritis nodosa, which is often associated with drug abuse. None of the provided options (A-D) align with this likely diagnosis. A more fitting option is missing.""
}",null,NO_VALID_OPTION,0.0,"The clinical presentation of fever, weight loss, hypertension, nodular rash, peripheral neuropathy, elevated ESR, and RBC casts suggests a systemic vasculitis like polyarteritis nodosa, which is often associated with drug abuse. None of the provided options (A-D) align with this likely diagnosis. A more fitting option is missing."
18,a08c41234ec67f3778fbc05d789adffc5a16b36b5a2c10fd68071c2f66627009,A 2-year old child presents with two-day history of passage of blood-streaked loose stool. There was no associated vomiting but there was history of excessive crying prior to bowel opening. The most likely aetiology is:,Enterohaemorrhagic Escherichia coli.,Entamoeba coli,Shigella flexneri,Shigella dysenteriae,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.7,
  ""rationale"": ""Enterohaemorrhagic Escherichia coli (EHEC) is a common cause of bloody diarrhea in children, often presenting with abdominal pain and crying before bowel movements. While Shigella species can also cause dysentery, EHEC is more likely in this age group without systemic symptoms like fever or vomiting.""
}",A,,0.7,"Enterohaemorrhagic Escherichia coli (EHEC) is a common cause of bloody diarrhea in children, often presenting with abdominal pain and crying before bowel movements. While Shigella species can also cause dysentery, EHEC is more likely in this age group without systemic symptoms like fever or vomiting."
19,679aca552d8a44e0afd303a2bfb8145f7a442018bc3f195c6ebf6ab6720cb314,A previously healthy 8-week old infant presents with four-week history of vomiting soon after each episode of breastfeeding. Abdominal examination reveals a non-tender epigastric mass. Which of the following dyselectrolytaemia is typical?,Hyperglycaemia,Hypoglycaemia,Hypokalaemia,Hypernatraemia,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""This infant likely has pyloric stenosis, given the history of vomiting after feeding and the presence of an epigastric mass. Hypokalaemia is a typical electrolyte abnormality due to loss of potassium in vomitus and dehydration.""
}",C,,0.9,"This infant likely has pyloric stenosis, given the history of vomiting after feeding and the presence of an epigastric mass. Hypokalaemia is a typical electrolyte abnormality due to loss of potassium in vomitus and dehydration."
20,d183959faf38afcfcb291cbf683cf66e160ab9539bc9e4e0ddfa23f272a10492,"A 29-year-old woman presents to her GP with small lumps on her vulva. 
Examination reveals warty lesions. Subsequently she is referred to the vulval clinic. The biopsy of the lesions reveals benign genital warts. The following drugs can be used in the treatment of her condition except which one of the following?",Trichloracetic acid,Podophyllin,Podophyllotoxin,Dactinomycin,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Dactinomycin is an antineoplastic agent used for cancers like Wilms' tumor, not for treating genital warts. Trichloracetic acid, podophyllin, and podophyllotoxin are established topical treatments for genital warts.""
}",D,,0.9,"Dactinomycin is an antineoplastic agent used for cancers like Wilms' tumor, not for treating genital warts. Trichloracetic acid, podophyllin, and podophyllotoxin are established topical treatments for genital warts."
21,d2fcdf819ff30c5ea685a1bf6a1b9b4b1fe1455f20bb2147f387cc8c98daf92b,A 26-year-old woman presents for follow-up of her multiple sclerosis. She has had two separate episodes of optic neuritis and has noticed stutteringly progressive weakness in her lower extremities. She has a mild neurogenic bladder. MRI scanning reveals several plaques in the periventricular white matter and several other plaques in the brainstem. Which of the following best summarizes the role of interferon β for this disease?,It improves patients’ symptoms and has no significant side effects,It can cure one-third of patients,It reduces relapse rate by 50%,It improves survival,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""Interferon β is known to reduce the frequency of relapses in multiple sclerosis by approximately 30-50%. It does not cure the disease or directly improve survival, and it can have side effects like flu-like symptoms.""
}",C,,0.8,"Interferon β is known to reduce the frequency of relapses in multiple sclerosis by approximately 30-50%. It does not cure the disease or directly improve survival, and it can have side effects like flu-like symptoms."
22,4f5d98c72477b02a43fad895ba14baa5152fced1589da4a2c3c2f8453ce301bc,A 45-year-old woman presents to the clinic on account of easy fatigue and generalized pruritus for the past 5 months. She has a number of spider naevi over her chest and hepatomegaly 2 cm below subcostal margin. Liver function tests done were abnormal. Anti-mitochondrial antibody test is positive. What is the most likely diagnosis?,Alpha-1 antitrypsin deficiency,Wilson’s disease,Primary sclerosing cholangitis,Autoimmune hepatitis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.5,
  ""rationale"": ""The symptoms and positive anti-mitochondrial antibody test suggest primary biliary cholangitis (PBC), but this is not listed among the options. None of the provided choices align well with the clinical picture and test results. Further information or additional options are needed to make a definitive choice.""
}",null,INSUFFICIENT_INFO,0.5,"The symptoms and positive anti-mitochondrial antibody test suggest primary biliary cholangitis (PBC), but this is not listed among the options. None of the provided choices align well with the clinical picture and test results. Further information or additional options are needed to make a definitive choice."
23,11b9d730349397642247b17fbc68510c89752e0cf1aef01f66f62e0ef3f5584e,A patient with psychotic disorder is convinced that she has caused a recent earthquake because she was bored and wishing for something exciting to occur. Which of the following symptoms MOST CLOSELY describes this symptom?,Echolalia,Obsession,Thought broadcasting,Nihilism,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""The symptom described appears to be a delusion of guilt or grandiosity, where the patient believes she caused a natural disaster. None of the provided options (echolalia, obsession, thought broadcasting, or nihilism) accurately describe this specific symptom.""
}",null,NO_VALID_OPTION,0.0,"The symptom described appears to be a delusion of guilt or grandiosity, where the patient believes she caused a natural disaster. None of the provided options (echolalia, obsession, thought broadcasting, or nihilism) accurately describe this specific symptom."
24,b2dce8406017590d925e3db8a7c60ceaf4a8acaa13ddfe24a48c48d9ca887d8e,A 20-year old male presents in your emergency room with multiple facial lacerations after a motorvehicle collision. There is one particularly deep laceration through the tragus and 4 cm into the parotid gland. You remember to check the facial nerve function and find no motion around the eye or over the forehead. The nasal ala flares on deep breathing and the corner of the mouth appears normal on smiling. What area of the facial nerve is most likely injured?,Main trunk,Inferior division,Superior division,Temporal branch,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The lack of motion around the eye and forehead suggests injury to the temporal branch of the facial nerve, which innervates the frontalis and orbicularis oculi muscles. The preservation of nasal ala flaring and mouth movement indicates that other branches, like the zygomatic and buccal, are intact. Given the location of the laceration near the parotid gland, the temporal branch is most likely affected.""
}",D,,0.9,"The lack of motion around the eye and forehead suggests injury to the temporal branch of the facial nerve, which innervates the frontalis and orbicularis oculi muscles. The preservation of nasal ala flaring and mouth movement indicates that other branches, like the zygomatic and buccal, are intact. Given the location of the laceration near the parotid gland, the temporal branch is most likely affected."
25,1fd10b9d8fc2562c7b172b3063466dc13ee6431af1c20056a37a076b22fe389b,"A 3-year-old male weighing 16 kg (35.3 pounds) presents with second and third-degree burns of his anterior trunk, upper back, and right arm, after pulling a large pot of boiling water off the stove onto himself. This is a 23% total body surface area burn. Fluid resuscitation is started based on the Parkland formula. When reassessing this patient 3 hours after starting fluid resuscitation, what would be an appropriate urine output?",0.25 mL/kg/hour,2.0 mL/kg/hour,1.0 ml/kg/hour,3.5 ml/kg/hour,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""For pediatric burn patients, an appropriate urine output during fluid resuscitation is approximately 1.0 mL/kg/hour to ensure adequate perfusion. This target is commonly used in clinical guidelines for children.""
}",C,,0.9,"For pediatric burn patients, an appropriate urine output during fluid resuscitation is approximately 1.0 mL/kg/hour to ensure adequate perfusion. This target is commonly used in clinical guidelines for children."
26,89dc65251515e6a66ac71036fce32a8ba2e298e2710b7928990697e7125a9a95,A 32-year-old woman is seen at the Endocrine Clinic on account of recurring headaches and episodes of diaphoresis. She was diagnosed of hypertension 6 months which have worsened over the last few months despite starting lisinopril 10 mg daily. Blood pressure checked is 160/94 mmHg. It is also noticed that she had a large tongue and prominent lower jaw. Her body mass index is 24 kg/m2. What is the likely cause of the hypertension?,Cushing disease,Primary hypertension,Acromegaly,Phaechromocytoma,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms of hypertension, headaches, diaphoresis, large tongue, and prominent lower jaw suggest acromegaly, which is associated with growth hormone excess and can cause secondary hypertension. These physical features are less typical of the other options. Further testing for IGF-1 levels and imaging would confirm the diagnosis.""
}",C,,0.8,"The patient's symptoms of hypertension, headaches, diaphoresis, large tongue, and prominent lower jaw suggest acromegaly, which is associated with growth hormone excess and can cause secondary hypertension. These physical features are less typical of the other options. Further testing for IGF-1 levels and imaging would confirm the diagnosis."
27,e8b57e5faf23bb2c13c0092ce69e3f60f4015c76f49668e0b7664c68b7af093b,"A 1-year-old child presents with crying continuously and drawing his legs up. The mother reports associated episodes of passing bloody mucus per rectum. A long, thin mass is palpable in the right upper quadrant of the abdomen. No peritoneal signs are present. Intussusception is suspected. Which of the following is the most appropriate next step?",Administration of IV fluids and observation,Diagnostic laparoscopy with laparoscopic reduction,Exploratory laparotomy with bowel resection,Decompressive colonoscopy with placement of a rectal tube,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""Intussusception in a 1-year-old with crying, bloody mucus per rectum, and a palpable mass suggests a need for initial stabilization. IV fluids and observation are appropriate as the first step before considering imaging or intervention, especially since there are no peritoneal signs indicating immediate surgery.""
}",A,,0.8,"Intussusception in a 1-year-old with crying, bloody mucus per rectum, and a palpable mass suggests a need for initial stabilization. IV fluids and observation are appropriate as the first step before considering imaging or intervention, especially since there are no peritoneal signs indicating immediate surgery."
28,dada4d61b14696cd165474a39fdec770b6dd8da0e1f32d1d48ccf53a010878bf,A 38-year-old male presents with hypertension and worsening renal function. An ultrasound done showed multiple cysts in both kidneys as well as cysts in the liver. A diagnosis of polycystic kidney disease is made. Which of the following is the most important association with the diagnosis?,Infertility,Colon cancer,Type 1 diabetes,Cerebral aneurysms,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Polycystic kidney disease (PKD) is strongly associated with cerebral aneurysms, particularly in patients with autosomal dominant PKD. This association is critical due to the risk of rupture and significant morbidity. Screening for aneurysms may be warranted in certain cases.""
}",D,,0.9,"Polycystic kidney disease (PKD) is strongly associated with cerebral aneurysms, particularly in patients with autosomal dominant PKD. This association is critical due to the risk of rupture and significant morbidity. Screening for aneurysms may be warranted in certain cases."
