row_index,question_id,stem,option_A,option_B,option_C,option_D,llama_raw,llama_choice,llama_abstain_code,llama_confidence,llama_rationale
76,76,"A 29-year-old man comes in for evaluation of infertility. He has been trying to conceive for over 2 years with his wife and previous evaluation of his wife's fertility revealed no abnormalities. Physical exam reveals a tall man with long extremities, sparse body hair, gynecomastia, and small testes. Laboratory studies reveal increased serum follicle-stimulating hormone concentration and an increased estradiol:testosterone ratio. Genetic studies reveal a cytogenetic abnormality. If this abnormality was inherited from the patient's father, at which stage of spermatogenesis did this error most likely occur?",Secondary spermatocyte,Spermatid,Spermatogonium,Spermatozoon,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation suggests Klinefelter syndrome, characterized by tall stature, gynecomastia, small testes, and infertility, often due to an XXY karyotype. This condition typically results from a meiotic error during spermatogenesis in the parent, specifically during the formation of sperm from spermatogonia. Since the error was inherited from the patient's father, it most likely occurred during meiosis I in the spermatogonium stage, leading to the abnormal karyotype in the offspring.""
}",C,,0.9,"The patient's presentation suggests Klinefelter syndrome, characterized by tall stature, gynecomastia, small testes, and infertility, often due to an XXY karyotype. This condition typically results from a meiotic error during spermatogenesis in the parent, specifically during the formation of sperm from spermatogonia. Since the error was inherited from the patient's father, it most likely occurred during meiosis I in the spermatogonium stage, leading to the abnormal karyotype in the offspring."
77,77,"A 67-year-old man is hospitalized after several days of fever and increasing shortness of breath. Respiratory viral panel returns positive for influenza A and the patient is started on a standard five day course of oseltamivir. Despite therapy, his shortness of breath continues to worsen and his oxygen saturation decreases to the point where ICU transfer and intubation are required. Chest radiograph shows bilateral infiltrates. Clinical criteria are consistent with development of Acute Respiratory Distress Syndrome (ARDS). After several weeks of supportive therapy, the patient improves with lung function returning to near normal. Which of the following processes is involved in the regeneration of alveolar lining after damage to alveoli occurs?",Squamous cell proliferation,Sweeping of debris out of the alveoli by ciliated cells,Excess mucus production by goblet cells,Proliferation of club cells,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The regeneration of alveolar lining after damage involves the proliferation of specific cell types that can differentiate into the various cells of the alveolar epithelium. Club cells, also known as Clara cells, are known to play a role in the protection and repair of the bronchiolar epithelium and can proliferate to aid in the regeneration of damaged alveolar lining. This process is crucial for restoring the integrity and function of the alveoli after injury, such as in the case of ARDS.""
}",D,,0.9,"The regeneration of alveolar lining after damage involves the proliferation of specific cell types that can differentiate into the various cells of the alveolar epithelium. Club cells, also known as Clara cells, are known to play a role in the protection and repair of the bronchiolar epithelium and can proliferate to aid in the regeneration of damaged alveolar lining. This process is crucial for restoring the integrity and function of the alveoli after injury, such as in the case of ARDS."
78,78,"A 5-year-old boy of African descent is presented to the emergency department by his parents. The child is clutching his abdomen and crying about pain in his belly. His mother reports intermittent episodes of jaundice with joint and bone pain since he was 5 months old. At presentation, the patients vital signs are within normal limits. Physical examination reveals slight jaundice and pale conjunctiva. The spleen is tender and easily palpable. After a complete blood count with differential and an abdominal ultrasound, the patient is found to have sickle-cell disease with splenic infarct. A partial splenectomy is performed. After the operation, the physician provides vaccines against Neisseria meningitidis, Haemophilus influenzae, and Streptococcus pneumoniae. The picture shows a slide obtained from the resected portion of the patients spleen. Dysfunction of the zone marked with which number predisposes the patient to the aforementioned infections?",2 only,1 only,3 only,"1, 2, and 3","{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient has sickle-cell disease with splenic infarct and received vaccines against encapsulated bacteria, indicating a problem with the spleen's function, particularly in filtering the blood and removing pathogens. The zone marked with number 1 is likely the red pulp, which is responsible for filtering the blood. Dysfunction of this zone would predispose the patient to infections from encapsulated bacteria, as the spleen plays a crucial role in removing these pathogens from the bloodstream.""
}",B,,0.9,"The patient has sickle-cell disease with splenic infarct and received vaccines against encapsulated bacteria, indicating a problem with the spleen's function, particularly in filtering the blood and removing pathogens. The zone marked with number 1 is likely the red pulp, which is responsible for filtering the blood. Dysfunction of this zone would predispose the patient to infections from encapsulated bacteria, as the spleen plays a crucial role in removing these pathogens from the bloodstream."
79,79,"A 47-year-old female undergoes a thyroidectomy for treatment of Graves' disease. Post-operatively, she reports a hoarse voice and difficulty speaking. You suspect that this is likely a complication of her recent surgery. What is the embryologic origin of the damaged nerve that is most likely causing this patient's hoarseness?",1st pharyngeal arch,2nd pharyngeal arch,3rd pharyngeal arch,6th pharyngeal arch,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms of hoarseness and difficulty speaking after a thyroidectomy suggest damage to the recurrent laryngeal nerve, which is responsible for innervating the laryngeal muscles involved in voice production. The recurrent laryngeal nerve is derived from the 6th pharyngeal arch, making option D the correct answer. This nerve is at risk during thyroid surgery due to its close proximity to the thyroid gland.""
}",D,,0.9,"The patient's symptoms of hoarseness and difficulty speaking after a thyroidectomy suggest damage to the recurrent laryngeal nerve, which is responsible for innervating the laryngeal muscles involved in voice production. The recurrent laryngeal nerve is derived from the 6th pharyngeal arch, making option D the correct answer. This nerve is at risk during thyroid surgery due to its close proximity to the thyroid gland."
80,80,"A 15-year-old girl comes to the physician because of episodic pelvic pain radiating to her back and thighs for 4 months. The pain occurs a few hours before her menstrual period and lasts for 2 days. She has been taking ibuprofen, which has provided some relief. Menses have occurred at regular 28-day intervals since menarche at the age of 12 years and last for 5 to 6 days. She is sexually active with two male partners and uses condoms inconsistently. Vital signs are within normal limits. Physical examination shows no abnormalities. Which of the following is the most likely cause of this patient's symptoms?","Ascending infection of the uterus, fallopian tubes, ovaries, or surrounding tissue",Fluid-filled sac within the ovary,Pregnancy,Hormone-sensitive smooth muscle tumor of the myometrium,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.0,
  ""rationale"": ""The patient's symptoms of episodic pelvic pain radiating to her back and thighs, occurring before and during her menstrual period, could suggest several conditions, but without further diagnostic information, such as imaging studies or laboratory tests, it's challenging to determine the most likely cause among the provided options.""
}",,INSUFFICIENT_INFO,0.0,"The patient's symptoms of episodic pelvic pain radiating to her back and thighs, occurring before and during her menstrual period, could suggest several conditions, but without further diagnostic information, such as imaging studies or laboratory tests, it's challenging to determine the most likely cause among the provided options."
81,81,"A 23-year-old woman is seen by her primary care physician for fatigue. She says that she has always felt a little short of breath compared to her friends; however, she did not think that it was abnormal until she started trying a new exercise regimen. On physical exam, she is found to have mild conjunctival pallor and a peripheral blood smear is obtained showing echinocytes but no intracellular accumulations. Upon further questioning, she recalls that several relatives have had similar issues with fatigue and pallor in the past. Which of the following is true about the rate limiting enzyme of the biochemical pathway that is affected by this patient's most likely condition?",It is stimulated by citrate,It is inhibited by protein kinase A activity,"It is inhibited by fructose-2,6-bisphosphate",It is inhibited by AMP,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms and family history suggest a condition such as hereditary spherocytosis or another red blood cell disorder, but given the mention of a biochemical pathway and its rate-limiting enzyme, it's more likely referring to a metabolic pathway like glycolysis, which is affected in conditions leading to similar symptoms. The rate-limiting enzyme of glycolysis is phosphofructokinase-1 (PFK-1), which is indeed inhibited by ATP (and thus indirectly by protein kinase A activity, as PKA is activated by high ATP levels) and allosterically inhibited by ATP and citrate, but the direct mention of protein kinase A activity aligns with the regulation of glycolytic pathways. However, the most direct connection to a 'rate-limiting enzyme' in a context that could relate to fatigue and pallor (potentially due to metabolic or enzymatic issues in red blood cells) points towards an enzyme like pyruvate kinase, which is indeed part of glycolysis and can be affected in some red blood cell disorders, and its activity can be influenced by various factors including ATP levels and potentially indirectly by PKA activity through cellular energy status.""
}",B,,0.9,"The patient's symptoms and family history suggest a condition such as hereditary spherocytosis or another red blood cell disorder, but given the mention of a biochemical pathway and its rate-limiting enzyme, it's more likely referring to a metabolic pathway like glycolysis, which is affected in conditions leading to similar symptoms. The rate-limiting enzyme of glycolysis is phosphofructokinase-1 (PFK-1), which is indeed inhibited by ATP (and thus indirectly by protein kinase A activity, as PKA is activated by high ATP levels) and allosterically inhibited by ATP and citrate, but the direct mention of protein kinase A activity aligns with the regulation of glycolytic pathways. However, the most direct connection to a 'rate-limiting enzyme' in a context that could relate to fatigue and pallor (potentially due to metabolic or enzymatic issues in red blood cells) points towards an enzyme like pyruvate kinase, which is indeed part of glycolysis and can be affected in some red blood cell disorders, and its activity can be influenced by various factors including ATP levels and potentially indirectly by PKA activity through cellular energy status."
82,82,"A 22-year-old gravida 1 presents to her physician at 15 weeks gestation for a prenatal appointment. She complains of a rash involving her chest, face, and arms, a watery nasal discharge, and mild bilateral knee pain. She has had these symptoms for about 5 days. The symptoms do not seem to bother her too much, but she is concerned for the baby. She had contact with her younger sister, who also had a rash and was diagnosed with rubella infection about 10 days ago at a family gathering. She cannot confirm her vaccination history. Her vital signs are as follows: blood pressure, 110/70 mmHg; heart rate, 89/min; respiratory rate, 12/min; and temperature, 37.6 (99.7). Examination shows a moderately dense maculopapular lacy rash spread over the patients trunk, extremities, and face. No lymph node, liver, or spleen enlargement is noted. The knee joints appear normal.
Serology performed 1 year ago Current serology
Rubella IgM - negative Rubella IgM - negative
Rubella IgG - 1:128 Rubella IgG - 1:64
Rubella IgG avidity - high Rubella IgG avidity - high
What is the proper next step in the management of this woman?",Reassure and recommend vaccination against rubella postpartum,Recommend pregnancy termination,Arrange a chorionic villus sampling,Recommend additional serologic testing for parvovirus B19,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's high rubella IgG avidity and stable or decreasing IgG titer indicate past infection and immunity, making vaccination the proper next step postpartum. The absence of IgM antibodies also rules out a current infection, and the clinical presentation could be consistent with another viral illness given the contact with her sister who had rubella. Therefore, reassurance and planning for postpartum vaccination are appropriate.""
}",A,,0.9,"The patient's high rubella IgG avidity and stable or decreasing IgG titer indicate past infection and immunity, making vaccination the proper next step postpartum. The absence of IgM antibodies also rules out a current infection, and the clinical presentation could be consistent with another viral illness given the contact with her sister who had rubella. Therefore, reassurance and planning for postpartum vaccination are appropriate."
83,83,"A previously healthy 29-year-old man comes to the emergency department because of burning with urination for several days. He has also had pain in the right ankle for 3 days and pain and swelling in the left knee for 1 day. Two weeks ago, he had several days of fever and bloody diarrhea, for which he was treated with antibiotics. Examination shows a small left knee effusion and bilateral conjunctival injection. Which of the following is the most likely additional finding in this patient?",Circular erythematous rash with central clearing,Pain on passive extension of the fingers,Palpable mass in the right lower quadrant,Tenderness at the insertion of the Achilles tendon,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms, including burning with urination, joint pain and swelling, and conjunctival injection, are suggestive of reactive arthritis, a condition that often occurs after a gastrointestinal or genitourinary infection. Reactive arthritis is also associated with enthesitis, which is inflammation at the sites of tendon or ligament insertion, such as the Achilles tendon. The recent history of fever and bloody diarrhea, treated with antibiotics, further supports this diagnosis.""
}",D,,0.8,"The patient's symptoms, including burning with urination, joint pain and swelling, and conjunctival injection, are suggestive of reactive arthritis, a condition that often occurs after a gastrointestinal or genitourinary infection. Reactive arthritis is also associated with enthesitis, which is inflammation at the sites of tendon or ligament insertion, such as the Achilles tendon. The recent history of fever and bloody diarrhea, treated with antibiotics, further supports this diagnosis."
84,84,"A research group has developed a low-cost diagnostic retinal imaging device for cytomegalovirus retinitis in a population of HIV-infected patients. In a pilot study of 50 patients, the imaging test detected the presence of CMV retinitis in 50% of the patients. An ophthalmologist slit lamp examination, which was performed for each patient to serve as the gold standard for diagnosis, confirmed a diagnosis of CMV retinitis in 20 patients that were found to be positive through imaging, as well as 1 patient who tested negative with the device. If the prevalence of CMV retinitis in the population decreases due to increased access to antiretroviral therapy, how will positive predictive value and negative predictive value of the diagnostic test be affected?","PPV decreases, NPV decreases","PPV increases, NPV decreases","PPV increases, NPV increases","PPV unchanged, NPV unchanged","{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""As the prevalence of CMV retinitis decreases, the positive predictive value (PPV) will increase because a higher proportion of true positives will be among those who test positive, and the negative predictive value (NPV) will also increase because fewer false negatives will occur among those who test negative, given the lower overall prevalence of the disease.""
}",C,,0.9,"As the prevalence of CMV retinitis decreases, the positive predictive value (PPV) will increase because a higher proportion of true positives will be among those who test positive, and the negative predictive value (NPV) will also increase because fewer false negatives will occur among those who test negative, given the lower overall prevalence of the disease."
85,85,"A 27-year-old woman, gravida 2, para 1, at 40 weeks' gestation is admitted to the hospital in active labor. The patient reports severe pelvic pain. Pregnancy has been complicated by gestational diabetes. Pregnancy and delivery of her first child were uncomplicated. Current medications include insulin, folic acid, and a multivitamin. Vital signs are within normal limits. The cervix is 100% effaced and 10 cm dilated; the vertex is at -1 station. The fetal heart rate is reactive with no decelerations. Epidural anesthesia is performed and the patient's symptoms improve. Ten minutes later, the patient has dizziness. Her pulse is 68/min, respirations are 16/min, and blood pressure is 90/60 mm Hg. Intravenous fluid resuscitation is begun. Which of the following is the most likely underlying cause of the patient's hypotension?",Decreased cardiac contractility,Sympathetic block,Hypovolemia,Acute pulmonary hypertension,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms of dizziness and hypotension following epidural anesthesia are most likely due to sympathetic block, which can cause vasodilation and decreased vascular resistance, leading to hypotension. This is a common side effect of epidural anesthesia, especially in the setting of a patient who is otherwise healthy and without other clear causes of hypotension. The rapid onset of symptoms after the epidural also supports this diagnosis.""
}",B,,0.9,"The patient's symptoms of dizziness and hypotension following epidural anesthesia are most likely due to sympathetic block, which can cause vasodilation and decreased vascular resistance, leading to hypotension. This is a common side effect of epidural anesthesia, especially in the setting of a patient who is otherwise healthy and without other clear causes of hypotension. The rapid onset of symptoms after the epidural also supports this diagnosis."
86,86,"A 69-year-old male with a longstanding history of hypertension and high cholesterol presents with abdominal pain and bruising on his feet. The patient states that his symptoms started about a week ago and have steadily worsened. He describes the abdominal pain as mild to moderate, dull, and deeply localized to the umbilical region. Past medical history is significant for 2 transient ischemic attacks 6 months prior, characterized by a sudden right-sided weakness and trouble speaking but recovered fully within 30 minutes. Current medications are sildenafil 100 mg orally as needed. Patient reports a 30-pack-year smoking history and heavy alcohol use on the weekends. Review of systems is significant for decreased appetite and feeling easily full. Vitals are temperature 37C (98.6F), blood pressure 155/89 mm Hg, pulse 89/min, respirations 16/min, and oxygen saturation 98% on room air. On physical examination, the patient is alert and cooperative. The cardiac exam is normal. Lungs are clear to auscultation. Carotid bruit present on the right. The abdomen is soft and nontender. Bowel sounds present. A pulsatile abdominal mass is felt in the lower umbilical region. Patients feet have the following appearance seen in the picture. Abdominal ultrasound reveals the presence of an abdominal aortic aneurysm (AAA). Contrast CT reveals a small, unruptured AAA (diameter 4.1 cm). High flow supplemental oxygen and fluid resuscitation are initiated. Morphine sulfate and metoprolol are administered. Which of the following is the best course of treatment for this patient?",Discharge with clinical surveillance and annual ultrasound,Elective endovascular repair,Elective open surgical repair,Emergency open surgical repair,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient has a small, unruptured abdominal aortic aneurysm (AAA) with a diameter of 4.1 cm, which is below the typical threshold for surgical intervention but given the patient's symptoms and risk factors, elective repair may be considered. Elective endovascular repair is often preferred for its minimally invasive approach and potentially lower risk of complications compared to open surgical repair, making it the best course of treatment for this patient.""
}",B,,0.9,"The patient has a small, unruptured abdominal aortic aneurysm (AAA) with a diameter of 4.1 cm, which is below the typical threshold for surgical intervention but given the patient's symptoms and risk factors, elective repair may be considered. Elective endovascular repair is often preferred for its minimally invasive approach and potentially lower risk of complications compared to open surgical repair, making it the best course of treatment for this patient."
87,87,A 4-year-old boy is brought to the emergency department because of severe abdominal pain and bilious vomiting for 6 hours. He has not had bowel movements in the past 24 hours. He appears ill. His temperature is 37.8C (100F) and pulse is 122/min. Examination shows a distended abdomen. There is tenderness to palpation in the lower abdomen; guarding and rebound tenderness are present. Bowel sounds are decreased. An x-ray of the abdomen shows dilated loops of bowel. He has been accompanied by his 14-year-old brother. The surgeon recommends an emergency laparotomy. The parents are away visiting friends and cannot be reached. Which of the following is the most appropriate next best step in management?,Get consent from the patient's brother,Get consent from the patient,Obtain a court order for surgery,Delay surgery until parental consent,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""In an emergency situation where the parents or legal guardians are unavailable, consent for emergency medical treatment, including surgery, can be obtained from another available relative or guardian, such as the 14-year-old brother in this scenario, though ideally an adult would be preferred. However, given the urgency and the brother being the only available relative, this might be considered. The patient's condition requires immediate attention, and delaying treatment could result in significant harm or death.""
}",A,,0.9,"In an emergency situation where the parents or legal guardians are unavailable, consent for emergency medical treatment, including surgery, can be obtained from another available relative or guardian, such as the 14-year-old brother in this scenario, though ideally an adult would be preferred. However, given the urgency and the brother being the only available relative, this might be considered. The patient's condition requires immediate attention, and delaying treatment could result in significant harm or death."
88,88,"A 65-year-old man, known to have chronic obstructive lung disease for the last 3 years, presents to the emergency department with a cough, breathing difficulty, and increased expectoration for a day. There is no history of fever. His regular medications include inhaled salmeterol and inhaled fluticasone propionate. He was a chronic smoker but quit smoking 2 years ago. His temperature is 37.1C (98.8F), the pulse rate is 88/min, the blood pressure is 128/86 mm Hg, and the respirations are 30/min. On physical examination, the use of the accessory muscles of respiration is evident and the arterial saturation of oxygen is 87%. Auscultation of the chest reveals the presence of bilateral rhonchi with diminished breath sounds in both lungs. Which of the following medications, if administered for the next 2 weeks, is most likely to reduce the risk of subsequent exacerbations over the next 6 months?",Oral theophylline,Oral prednisone,Supplemental oxygen,Nebulized N-acetylcysteine,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Oral prednisone is a systemic corticosteroid that can help reduce airway inflammation, a key component in the exacerbation of chronic obstructive lung disease (COPD). A course of oral prednisone for 2 weeks may help in reducing the risk of subsequent exacerbations over the next 6 months by decreasing the inflammatory process. This approach is consistent with guidelines for managing COPD exacerbations.""
}",B,,0.9,"Oral prednisone is a systemic corticosteroid that can help reduce airway inflammation, a key component in the exacerbation of chronic obstructive lung disease (COPD). A course of oral prednisone for 2 weeks may help in reducing the risk of subsequent exacerbations over the next 6 months by decreasing the inflammatory process. This approach is consistent with guidelines for managing COPD exacerbations."
89,89,"A 32-year-old woman comes to the emergency department because a 5-week history of abdominal pain and bloody diarrhea that has worsened in the past 24 hours. She was diagnosed with ulcerative colitis 1 year ago but has had difficulty complying with her drug regimen. Her temperature is 38.2C (100.8F), pulse is 120/min, and blood pressure is 92/56 mm Hg. Examination shows a distended, rigid abdomen and hypoactive bowel sounds. Fluid resuscitation is initiated. In addition to complete bowel rest, which of the following is the most appropriate next step in management of this patient?",Abdominal CT scan with contrast,CT angiography,Abdominal x-ray,Colonoscopy,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient presents with signs of a potential toxic megacolon, a complication of ulcerative colitis, indicated by abdominal distension, rigidity, and bloody diarrhea. An abdominal x-ray is the most appropriate next step to quickly assess for toxic megacolon without the need for contrast or invasive procedures, which could be risky given her condition. It can show colonic dilatation and potential complications like perforation.""
}",C,,0.9,"The patient presents with signs of a potential toxic megacolon, a complication of ulcerative colitis, indicated by abdominal distension, rigidity, and bloody diarrhea. An abdominal x-ray is the most appropriate next step to quickly assess for toxic megacolon without the need for contrast or invasive procedures, which could be risky given her condition. It can show colonic dilatation and potential complications like perforation."
90,90,"A 33-year-old nurse is referred to an infectious disease specialist after she exhibited a PPD skin test with 17 mm of induration. She denies any cough, shortness of breath, hemoptysis, weight loss, fatigue, fevers, or night sweats over the last several months. Her temperature is 97.0F (36.1C), blood pressure is 120/81 mmHg, pulse is 82/min, respirations are 15/min, and oxygen saturation is 98% on room air. An initial chest radiograph is unremarkable. Which of the following is the most appropriate management of this patient?",No management indicated,Quantiferon gold,Repeat PPD in 1 week,"Rifampin, isoniazid, pyrazinamide, and ethambutol","{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient has a positive PPD skin test with 17 mm of induration, which is indicative of latent tuberculosis infection (LTBI) in an otherwise healthy individual. Given her profession as a nurse, which puts her at higher risk of exposure, and the absence of symptoms suggesting active TB, treatment for LTBI is appropriate to prevent the development of active tuberculosis. The recommended treatment regimen for LTBI typically includes a combination of antibiotics such as rifampin and isoniazid, or alternatively, a combination that may include rifampin, isoniazid, pyrazinamide, and ethambutol for those with certain risk factors or exposures.""
}",D,,0.9,"The patient has a positive PPD skin test with 17 mm of induration, which is indicative of latent tuberculosis infection (LTBI) in an otherwise healthy individual. Given her profession as a nurse, which puts her at higher risk of exposure, and the absence of symptoms suggesting active TB, treatment for LTBI is appropriate to prevent the development of active tuberculosis. The recommended treatment regimen for LTBI typically includes a combination of antibiotics such as rifampin and isoniazid, or alternatively, a combination that may include rifampin, isoniazid, pyrazinamide, and ethambutol for those with certain risk factors or exposures."
91,91,A 67-year-woman with non-Hodgkin lymphoma comes to the physician because of progressively increasing numbness and tingling in her fingers and toes. Her last cycle of chemotherapy with vincristine was 1 week ago. Physical examination shows decreased sensation to light touch in all distal extremities. Knee and ankle deep tendon reflexes are decreased. Which of the following is the most likely underlying mechanism of this patients peripheral neuropathy?,Creation of free radicals that unwind DNA,Inhibition of dihydrofolate reductase,Formation of cross-links between strands of DNA,Incorporation of false pyrimidine analogues into DNA,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.0,
  ""rationale"": ""The patient's symptoms suggest peripheral neuropathy, which is a known side effect of vincristine, a chemotherapeutic agent. However, the exact mechanism of vincristine-induced neuropathy is not explicitly related to the options provided, which seem to describe mechanisms of action for different types of chemotherapy agents. Vincristine works by inhibiting microtubule formation, which is not listed among the options.""
}",,INSUFFICIENT_INFO,0.0,"The patient's symptoms suggest peripheral neuropathy, which is a known side effect of vincristine, a chemotherapeutic agent. However, the exact mechanism of vincristine-induced neuropathy is not explicitly related to the options provided, which seem to describe mechanisms of action for different types of chemotherapy agents. Vincristine works by inhibiting microtubule formation, which is not listed among the options."
92,92,"A 55-year-old man comes to the physician because of a 3-month history of a progressively growing mass in his axilla. During this period, he has had recurrent episodes of low-grade fever lasting for 7 to 10 days, and an 8-kg (18-lb) weight loss. His only medication is a multivitamin. Physical examination shows nontender, right axillary, cervical, and inguinal lymphadenopathy. His serum calcium concentration is 15.1 mg/dL and parathyroid hormone (PTH) concentration is 9 pg/mL. A lymph node biopsy shows granuloma formation and large CD15-positive, CD30-positive cells with bilobed nuclei. Which of the following is the most likely explanation for this patient's laboratory findings?",Excessive intake of dietary ergocalciferol,Increased release of PTH by parathyroid chief cells,Induction of focal osteolysis by tumor cells,Production of PTH-related peptide by malignant cells,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation with lymphadenopathy, granuloma formation, and large CD15-positive, CD30-positive cells with bilobed nuclei is suggestive of Hodgkin lymphoma. The elevated serum calcium concentration with a relatively low parathyroid hormone (PTH) level indicates hypercalcemia of malignancy, which is often due to the production of factors by tumor cells that induce osteoclast activity and bone resorption, such as parathyroid hormone-related peptide (PTHrP) or other osteoclast-activating factors. However, given the options provided, the most fitting explanation for the hypercalcemia in this context would be the induction of focal osteolysis by tumor cells, which aligns with the mechanism of hypercalcemia of malignancy.""
}",C,,0.9,"The patient's presentation with lymphadenopathy, granuloma formation, and large CD15-positive, CD30-positive cells with bilobed nuclei is suggestive of Hodgkin lymphoma. The elevated serum calcium concentration with a relatively low parathyroid hormone (PTH) level indicates hypercalcemia of malignancy, which is often due to the production of factors by tumor cells that induce osteoclast activity and bone resorption, such as parathyroid hormone-related peptide (PTHrP) or other osteoclast-activating factors. However, given the options provided, the most fitting explanation for the hypercalcemia in this context would be the induction of focal osteolysis by tumor cells, which aligns with the mechanism of hypercalcemia of malignancy."
93,93,"A one-day-old male is evaluated in the hospital nursery for bilious vomiting. The patient has urinated multiple times since birth but has not yet passed meconium. He was born at 38 weeks gestation to a 36-year-old gravida 3 via vaginal delivery. The pregnancy was complicated by gestational diabetes. The patients mother received routine prenatal care and declined first trimester screening. She subsequently underwent a quadruple screen at 15 weeks gestation that demonstrated decreased maternal serum alpha-fetoprotein (AFP), increased beta-hCG, decreased unconjugated estriol, and increased inhibin A. Her last ultrasound prior to onset of labor demonstrated an amniotic fluid index (AFI) of 28 cm. The patients two older siblings are both healthy. The patients temperature is 97.8F (36.6C), blood pressure is 58/37 mmHg, pulse is 166/min, and respirations are 38/min. On physical exam, the patient is in moderate distress. His abdomen is firm and distended with hypoactive bowel sounds.

Which of the following is the most likely etiology of this fetuss presentation?",Intestinal malrotation,Meconium ileus,Necrotizing enterocolitis,Pyloric stenosis,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation of bilious vomiting and failure to pass meconium, along with the maternal history of decreased maternal serum alpha-fetoprotein (AFP) and other abnormal quadruple screen results, suggests a possible diagnosis of cystic fibrosis, which is often associated with meconium ileus. Meconium ileus is a condition where the meconium in the intestine is thicker and stickier than normal, causing a bowel obstruction.""
}",B,,0.9,"The patient's presentation of bilious vomiting and failure to pass meconium, along with the maternal history of decreased maternal serum alpha-fetoprotein (AFP) and other abnormal quadruple screen results, suggests a possible diagnosis of cystic fibrosis, which is often associated with meconium ileus. Meconium ileus is a condition where the meconium in the intestine is thicker and stickier than normal, causing a bowel obstruction."
94,94,"A 23-year-old college student presents to the clinic with a history of intermittent chest discomfort. He reports that, about once per month for the past 8 or 9 months, he's had episodes of ""feeling like my chest is going to explode."" During these episodes, he also feels shortness of breath, feels shakiness throughout his arms and legs, and sweats so heavily that he needs to change his shirt. He is unsure of any clear precipitating factors but thinks they may occur more often around important exams or when big school projects are due. He shares that, as these episodes continue to recur, he has had mounting anxiety about having one when he is in class or at a restaurant. As a result, he is leaving the house less and less. He has no past medical history; the physical exam is unremarkable. Which of the following is the best medication for the long-term management of this patient's condition?",Lithium,Lorazepam,Propranolol,Quetiapine,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms, such as intermittent chest discomfort, shortness of breath, shakiness, and heavy sweating, especially in the context of anxiety about having episodes in public and avoidance behaviors, are suggestive of panic disorder. Benzodiazepines like lorazepam can be effective for the short-term and sometimes long-term management of panic disorder, especially for acute relief of panic symptoms.""
}",B,,0.8,"The patient's symptoms, such as intermittent chest discomfort, shortness of breath, shakiness, and heavy sweating, especially in the context of anxiety about having episodes in public and avoidance behaviors, are suggestive of panic disorder. Benzodiazepines like lorazepam can be effective for the short-term and sometimes long-term management of panic disorder, especially for acute relief of panic symptoms."
