row_index,question_id,stem,option_A,option_B,option_C,option_D,gpt5_raw,gpt5_choice,gpt5_abstain_code,gpt5_confidence,gpt5_rationale
11,11,"A 69-year-old male with a history of metastatic small cell lung carcinoma on chemotherapy presents to his oncologist for a follow-up visit. He has responded well to etoposide and cisplatin with plans to undergo radiation therapy. However, he reports that he recently developed multiple spots all over his body. He denies any overt bleeding from his gums or joint swelling. His past medical history is notable for iron deficiency anemia, osteoarthritis, and paraneoplastic Lambert-Eaton syndrome. He has a 40 pack-year smoking history. His temperature is 98.5F (36.9C), blood pressure is 130/70 mmHg, pulse is 115/min, and respirations are 20/min. On examination, a rash is noted diffusely across the patients trunk and bilateral upper and lower extremities.

Results from a complete blood count are shown below:
Hemoglobin: 11.9 mg/dl
Hematocrit: 35%
Leukocyte count: 5,000/mm^3
Platelet count: 20,000/mm^3

The oncologist would like to continue chemotherapy but is concerned that the above results will limit the optimal dose and frequency of the regimen. A recombinant version of which of the following is most appropriate in this patient?",Interleukin 2,Interleukin 8,Interleukin 11,Erythropoietin,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient has severe thrombocytopenia with a platelet count of 20,000/mm^3, which poses a risk for bleeding and limits chemotherapy dosing. Interleukin 11, through its recombinant form oprelvekin, is known to stimulate megakaryocyte proliferation and increase platelet production, making it the most appropriate choice to manage this complication.""
}",C,,0.9,"The patient has severe thrombocytopenia with a platelet count of 20,000/mm^3, which poses a risk for bleeding and limits chemotherapy dosing. Interleukin 11, through its recombinant form oprelvekin, is known to stimulate megakaryocyte proliferation and increase platelet production, making it the most appropriate choice to manage this complication."
12,12,"A 65-year-old female patient comes to the physician’s office for her annual check-up. The patient’s only complaint is that she feels her vision has been getting more blurry over the past year. The patient has a past medical history of diabetes diagnosed 20 years ago and osteoarthritis. Her medications include metformin, glimepiride, and ibuprofen as needed for pain. Fundoscopic examination of this patient reveals narrowing of retinal arteries and microaneurysms. This patient’s symptoms are likely caused by tissue specific differences in expression of which of the following enzymes?",Sorbitol dehydrogenase,Galactocerebrosidase,Arylsulfatase A,Sphingomyelinase,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms and fundoscopic findings of retinal artery narrowing and microaneurysms are consistent with diabetic retinopathy, a complication of long-standing diabetes. Sorbitol dehydrogenase is involved in the polyol pathway, which is implicated in diabetic complications due to tissue-specific differences in enzyme expression leading to sorbitol accumulation in the retina.""
}",A,,0.9,"The patient's symptoms and fundoscopic findings of retinal artery narrowing and microaneurysms are consistent with diabetic retinopathy, a complication of long-standing diabetes. Sorbitol dehydrogenase is involved in the polyol pathway, which is implicated in diabetic complications due to tissue-specific differences in enzyme expression leading to sorbitol accumulation in the retina."
13,13,"A 27-year-old man presents to the emergency department. He was brought in by staff from the homeless shelter when they found him unresponsive. The patient is a known IV drug abuser but otherwise has an unknown past medical history. He currently attends a methadone clinic. His temperature is 99.5F (37.5C), blood pressure is 97/48 mmHg, pulse is 140/min, respirations are 29/min, and oxygen saturation is 98% on room air. Initial laboratory values are shown below.

Serum:
Na+: 139 mEq/L
Cl-: 100 mEq/L
K+: 6.3 mEq/L
HCO3-: 17 mEq/L
Glucose: 589 mg/dL

The patient is given treatment. After treatment, his temperature is 99.5F (37.5C), blood pressure is 117/78 mmHg, pulse is 100/min, respirations are 23/min, and oxygen saturation is 98% on room air. His laboratory values are seen below.

Serum:
Na+: 139 mEq/L
Cl-: 100 mEq/L
K+: 4.3 mEq/L
HCO3-: 19 mEq/L
Glucose: 90 mg/dL

Which of the following is the best next step in management?","Insulin, IV fluids, and potassium",IV fluids only,Oral rehydration,Supportive therapy and close monitoring,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient presented with diabetic ketoacidosis (DKA) as evidenced by hyperglycemia, acidosis, and clinical findings, likely triggered by stress or infection in the context of IV drug use. After initial treatment with insulin and fluids, his glucose, potassium, and bicarbonate levels have improved significantly. The best next step is supportive therapy and close monitoring to ensure resolution of DKA and address underlying causes.""
}",D,,0.9,"The patient presented with diabetic ketoacidosis (DKA) as evidenced by hyperglycemia, acidosis, and clinical findings, likely triggered by stress or infection in the context of IV drug use. After initial treatment with insulin and fluids, his glucose, potassium, and bicarbonate levels have improved significantly. The best next step is supportive therapy and close monitoring to ensure resolution of DKA and address underlying causes."
14,14,"A 49-year-old man comes to the physician because he has had multiple falls and multiple episodes of dizziness over the past 6 weeks. There is no personal or family history of serious illness. He drinks one pint of rum daily. He works as a foreman in a factory that produces industrial solvents. He is alert and oriented to time, place, and person. His temperature is 36.7°C (98.1°F), pulse is 88/min, and blood pressure is 108/70 mm Hg. Examination shows a wide-based gait. The patient is unable to stand with his feet together without support. There is a coarse tremor of the hands when he is asked to grab a pen. Muscle strength and tone are normal in all extremities. Sensation to pain, vibration, and position is intact bilaterally. Rapid alternating movements of the hands is impaired. Mental status examination shows no abnormalities. Which of the following is the most likely cause of this patient's condition?",Korsakoff syndrome,Methanol poisoning,Cerebellar degeneration,Wernicke's encephalopathy,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.85,
  ""rationale"": ""The patient's history of chronic alcohol use, combined with clinical findings of wide-based gait, inability to stand unsupported, coarse tremor, and impaired rapid alternating movements, strongly suggests cerebellar degeneration, likely alcohol-related. While Wernicke's encephalopathy and Korsakoff syndrome are associated with alcohol use, they typically present with more prominent mental status changes or confusion, which are absent here. Cerebellar degeneration fits the motor and coordination deficits observed.""
}",C,,0.85,"The patient's history of chronic alcohol use, combined with clinical findings of wide-based gait, inability to stand unsupported, coarse tremor, and impaired rapid alternating movements, strongly suggests cerebellar degeneration, likely alcohol-related. While Wernicke's encephalopathy and Korsakoff syndrome are associated with alcohol use, they typically present with more prominent mental status changes or confusion, which are absent here. Cerebellar degeneration fits the motor and coordination deficits observed."
15,15,A 62-year-old man with a history of chronic bronchitis comes to the physician because of a 1-month history of worsening shortness of breath and cough productive of thick sputum. He smoked one pack of cigarettes daily for 20 years but quit 5 years ago. Physical examination shows an increased anteroposterior chest diameter and coarse crackles in the lower lung fields bilaterally. Treatment with a drug that directly antagonizes the effects of vagal stimulation on the airways is begun. Which of the following drugs was most likely started?,Montelukast,Albuterol,Tiotropium,Cromolyn,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Tiotropium is a long-acting anticholinergic drug that directly antagonizes vagal stimulation by blocking muscarinic receptors in the airways, leading to bronchodilation. This is appropriate for managing chronic bronchitis, especially in a patient with worsening symptoms. The other options do not primarily act by antagonizing vagal effects.""
}",C,,0.9,"Tiotropium is a long-acting anticholinergic drug that directly antagonizes vagal stimulation by blocking muscarinic receptors in the airways, leading to bronchodilation. This is appropriate for managing chronic bronchitis, especially in a patient with worsening symptoms. The other options do not primarily act by antagonizing vagal effects."
16,16,"A 72-year-old man comes to the physician because of a 2-month history of fatigue and worsening abdominal pain. During this period, he also has excessive night sweats and shortness of breath on exertion. Over the past 3 months, he has had a 5.6-kg (12-lb) weight loss. He had a myocardial infarction 3 years ago. He has hypertension, diabetes mellitus, and chronic bronchitis. His medications include insulin, aspirin, lisinopril, and an albuterol inhaler. He has smoked half a pack of cigarettes for the past 45 years. Vital signs are within normal limits. The spleen is palpated 6 cm below the left costal margin. Laboratory studies show:
Hemoglobin 6.4 g/dL
Mean corpuscular volume 85 m3
Leukocyte count 5,200/mm3
Platelet count 96,000/mm3
A blood smear is shown. Bone marrow aspiration shows extensive fibrosis and a few scattered plasma cells. A JAK 2 assay is positive. Which of the following is the most appropriate next step in management?""",Cladribine,Prednisone,Imatinib,Stem cell transplantation,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.85,
  ""rationale"": ""The clinical presentation, including fatigue, abdominal pain, night sweats, weight loss, splenomegaly, anemia, and bone marrow fibrosis with a positive JAK2 mutation, strongly suggests primary myelofibrosis. Stem cell transplantation is the only potentially curative treatment for this condition, especially in eligible patients, and is an appropriate next step to discuss.""
}",D,,0.85,"The clinical presentation, including fatigue, abdominal pain, night sweats, weight loss, splenomegaly, anemia, and bone marrow fibrosis with a positive JAK2 mutation, strongly suggests primary myelofibrosis. Stem cell transplantation is the only potentially curative treatment for this condition, especially in eligible patients, and is an appropriate next step to discuss."
17,17,"A 36-year-old man is brought to the emergency department because of multiple episodes of nonbilious emesis for 3 days. The vomitus consists of undigested food and he has also had dark brown emesis twice today. He has been having early satiety during this period. He has had progressive severe episodic epigastric pain and dyspepsia for the past week. The pain is partially relieved with food or over-the-counter antacids, but worsens at night and several hours after eating. He has also had a weight gain of 2 kg (4.4 lbs) during this period. His father underwent surgery for colon cancer 3 years ago. He has smoked one pack of cigarettes daily for the last 15 years. He drinks two to three beers daily. His temperature is 37.1C (98.8F), pulse is 106/min and blood pressure is 108/68 mm Hg. Examination shows dry mucous membranes. The abdomen is mildly tender to palpation in the left upper quadrant; there is a tympanitic mass in the epigastrium. A succussion splash is heard with a stethoscope when the patient is rocked back and forth at the hips. Bowel sounds are reduced. Rectal examination is unremarkable. Test of the stool for occult blood is positive. The remainder of the examination shows no abnormalities. Serum studies show:
Na+ 135 mEq/L
K+ 3.3 mEq/L
Cl- 97 mEq/L
Urea nitrogen 46 mg/dL
Glucose 77 mg/dL
Creatinine 1.4 mg/dL
Which of the following is the underlying cause of this patient's vomiting?""",Inflammation and edema,Abnormal gastric rotation,Neoplastic growth,Scarring and fibrosis,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms of nonbilious emesis of undigested food, early satiety, epigastric pain relieved by food or antacids, and a succussion splash suggest gastric outlet obstruction, likely due to scarring and fibrosis from chronic peptic ulcer disease. The history of smoking, alcohol use, and positive stool occult blood further supports this etiology over the other options.""
}",D,,0.8,"The patient's symptoms of nonbilious emesis of undigested food, early satiety, epigastric pain relieved by food or antacids, and a succussion splash suggest gastric outlet obstruction, likely due to scarring and fibrosis from chronic peptic ulcer disease. The history of smoking, alcohol use, and positive stool occult blood further supports this etiology over the other options."
18,18,"A 40-year-old man comes to the physician because of shortness of breath, double vision, and fatigue for the past 4 weeks. He has no history of serious medical illness and takes no medications. Physical examination shows drooping of the eyelids bilaterally. He is unable to hold his arms up for longer than 3 minutes. A CT scan of the chest shows an anterior mediastinal mass with smooth contours. A photomicrograph of a specimen from the mass is shown. Which of the following immunologic processes normally occurs in the region indicated by the arrow?",B-cell maturation,V(D)J recombination,Thymocyte formation,Negative selection,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation and CT findings suggest myasthenia gravis associated with a thymoma, indicated by the anterior mediastinal mass. Negative selection, a key immunologic process in the thymus, occurs in the medullary region and is crucial for eliminating self-reactive T cells, which is relevant to the pathology in this case.""
}",D,,0.9,"The clinical presentation and CT findings suggest myasthenia gravis associated with a thymoma, indicated by the anterior mediastinal mass. Negative selection, a key immunologic process in the thymus, occurs in the medullary region and is crucial for eliminating self-reactive T cells, which is relevant to the pathology in this case."
19,19,"A 16-year-old female patient with a history of mental retardation presents to your clinic with her mother. The mother states that she wants her daughter to have a bilateral tubal ligation after she recently discovered her looking at pornographic materials. She states that her daughter is not capable of understanding the repercussions of sexual intercourse, and that she does not want her to be burdened with a child that she would not be able to raise. Upon discussions with the patient, it is clear that she is not able to understand that sexual intercourse can lead to pregnancy. What should your next step be?",Schedule the patient for the requested surgery,"Wait until the patient is 18 years old, and then schedule for surgery",Refuse the procedure because it violates the ethical principle of autonomy,Refer the patient to a psychiatrist to get informed consent,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""None of the provided options appropriately address the complex ethical, legal, and medical considerations in this case. The situation requires a multidisciplinary approach, including ethics consultation and legal guidance, to balance the patient’s rights and best interests, which is not reflected in the choices.""
}",null,NO_VALID_OPTION,0.0,"None of the provided options appropriately address the complex ethical, legal, and medical considerations in this case. The situation requires a multidisciplinary approach, including ethics consultation and legal guidance, to balance the patient’s rights and best interests, which is not reflected in the choices."
20,20,"A 41-year-old man presents to his primary care provider with abdominal pain. He says that the pain comes and goes throughout the day and usually lasts 20-30 minutes per episode. He can point to the spot 1-2 inches above the umbilicus where he feels the pain. He denies any feeling of regurgitation or nighttime cough but endorses nausea. He reports that he used to eat three large meals per day but has found that eating more frequently improves his pain. He tried a couple pills of ibuprofen with food over the past couple days and thinks it helped. He has gained four pounds since his past appointment three months ago. The patient denies any diarrhea or change in his stools. He has no past medical history. He drinks 5-6 beers on the weekend and has a 20 pack-year smoking history. He denies any family history of cancer. On physical exam, he is tender to palpation above the umbilicus. Bowel sounds are present. A stool guaiac test is positive. The patient undergoes endoscopy with biopsy to diagnose his condition.

Which of the following is most likely to be found on histology?",Mucosal defect in the stomach,PAS-positive material in the small intestine,Noncaseating granulomas in the small intestine,Crypt abscesses in the large intestine,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's epigastric pain, relief with frequent meals, positive stool guaiac test, and tenderness on exam suggest a peptic ulcer, likely in the stomach or duodenum. Histology from endoscopy would most likely show a mucosal defect in the stomach, consistent with a gastric ulcer.""
}",A,,0.8,"The patient's epigastric pain, relief with frequent meals, positive stool guaiac test, and tenderness on exam suggest a peptic ulcer, likely in the stomach or duodenum. Histology from endoscopy would most likely show a mucosal defect in the stomach, consistent with a gastric ulcer."
21,21,"A 54-year-old woman with a past medical history of mental retardation, hypertension, and diabetes presents to the emergency department with a change in her behavior. Her caretakers state that the patients gait suddenly became ataxic, and she became less responsive than her normal non-verbal baseline. Her temperature is 98.5F (36.9C), blood pressure is 125/68 mmHg, pulse is 90/min, respirations are 15/min, and oxygen saturation is 99% on room air. Physical exam is notable for an unremarkable HEENT exam with normal facial features and no signs of airway compromise. Neurological exam is remarkable for new onset spasticity. The patient has 3+ reflexes and a positive Babinski sign. Musculoskeletal exam is only notable for symmetric swelling and deformities of the patients hands bilaterally. Additionally, there is a ""clunk"" when posterior force is applied to the head while anterior force is applied to the cervical spine. Which of the following is the most likely risk factor that predisposed this patient to this condition?",Cerebral palsy,Diabetes mellitus,Down syndrome,Hypertension,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation with mental retardation, new onset ataxia, spasticity, hyperreflexia, positive Babinski sign, and a 'clunk' sign suggestive of atlantoaxial instability points to a likely diagnosis of cervical myelopathy due to atlantoaxial subluxation. Down syndrome is a well-known risk factor for atlantoaxial instability due to ligamentous laxity and bony abnormalities, which can predispose to this condition.""
}",C,,0.9,"The patient's presentation with mental retardation, new onset ataxia, spasticity, hyperreflexia, positive Babinski sign, and a 'clunk' sign suggestive of atlantoaxial instability points to a likely diagnosis of cervical myelopathy due to atlantoaxial subluxation. Down syndrome is a well-known risk factor for atlantoaxial instability due to ligamentous laxity and bony abnormalities, which can predispose to this condition."
