row_index,question_id,stem,option_A,option_B,option_C,option_D,llama_raw,llama_choice,llama_abstain_code,llama_confidence,llama_rationale
11,12,"A 65-year-old female patient comes to the physician’s office for her annual check-up. The patient’s only complaint is that she feels her vision has been getting more blurry over the past year. The patient has a past medical history of diabetes diagnosed 20 years ago and osteoarthritis. Her medications include metformin, glimepiride, and ibuprofen as needed for pain. Fundoscopic examination of this patient reveals narrowing of retinal arteries and microaneurysms. This patient’s symptoms are likely caused by tissue specific differences in expression of which of the following enzymes?",Sorbitol dehydrogenase,Galactocerebrosidase,Arylsulfatase A,Sphingomyelinase,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms and fundoscopic findings are indicative of diabetic retinopathy, a complication of diabetes. The underlying cause is related to the accumulation of sorbitol due to the action of aldose reductase on glucose, which is not directly listed but is related to sorbitol dehydrogenase, an enzyme involved in the sorbitol pathway. The correct enzyme related to the pathogenesis is aldose reductase, but among the given options, sorbitol dehydrogenase is the closest relevant enzyme.""
}",A,,0.9,"The patient's symptoms and fundoscopic findings are indicative of diabetic retinopathy, a complication of diabetes. The underlying cause is related to the accumulation of sorbitol due to the action of aldose reductase on glucose, which is not directly listed but is related to sorbitol dehydrogenase, an enzyme involved in the sorbitol pathway. The correct enzyme related to the pathogenesis is aldose reductase, but among the given options, sorbitol dehydrogenase is the closest relevant enzyme."
12,13,"A 27-year-old man presents to the emergency department. He was brought in by staff from the homeless shelter when they found him unresponsive. The patient is a known IV drug abuser but otherwise has an unknown past medical history. He currently attends a methadone clinic. His temperature is 99.5F (37.5C), blood pressure is 97/48 mmHg, pulse is 140/min, respirations are 29/min, and oxygen saturation is 98% on room air. Initial laboratory values are shown below.

Serum:
Na+: 139 mEq/L
Cl-: 100 mEq/L
K+: 6.3 mEq/L
HCO3-: 17 mEq/L
Glucose: 589 mg/dL

The patient is given treatment. After treatment, his temperature is 99.5F (37.5C), blood pressure is 117/78 mmHg, pulse is 100/min, respirations are 23/min, and oxygen saturation is 98% on room air. His laboratory values are seen below.

Serum:
Na+: 139 mEq/L
Cl-: 100 mEq/L
K+: 4.3 mEq/L
HCO3-: 19 mEq/L
Glucose: 90 mg/dL

Which of the following is the best next step in management?","Insulin, IV fluids, and potassium",IV fluids only,Oral rehydration,Supportive therapy and close monitoring,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's initial presentation suggests diabetic ketoacidosis (DKA) given the high glucose, hyperkalemia, and low bicarbonate. The improvement in vital signs and lab values post-treatment indicates successful management of DKA. The best next step is supportive therapy and close monitoring to ensure continued resolution of DKA and to watch for potential complications.""
}",D,,0.9,"The patient's initial presentation suggests diabetic ketoacidosis (DKA) given the high glucose, hyperkalemia, and low bicarbonate. The improvement in vital signs and lab values post-treatment indicates successful management of DKA. The best next step is supportive therapy and close monitoring to ensure continued resolution of DKA and to watch for potential complications."
13,14,"A 49-year-old man comes to the physician because he has had multiple falls and multiple episodes of dizziness over the past 6 weeks. There is no personal or family history of serious illness. He drinks one pint of rum daily. He works as a foreman in a factory that produces industrial solvents. He is alert and oriented to time, place, and person. His temperature is 36.7°C (98.1°F), pulse is 88/min, and blood pressure is 108/70 mm Hg. Examination shows a wide-based gait. The patient is unable to stand with his feet together without support. There is a coarse tremor of the hands when he is asked to grab a pen. Muscle strength and tone are normal in all extremities. Sensation to pain, vibration, and position is intact bilaterally. Rapid alternating movements of the hands is impaired. Mental status examination shows no abnormalities. Which of the following is the most likely cause of this patient's condition?",Korsakoff syndrome,Methanol poisoning,Cerebellar degeneration,Wernicke's encephalopathy,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms, including wide-based gait, inability to stand without support, coarse tremor, and impaired rapid alternating movements, point towards cerebellar dysfunction. Chronic alcohol exposure is a known cause of cerebellar degeneration, which matches the patient's history of daily rum consumption.""
}",C,,0.9,"The patient's symptoms, including wide-based gait, inability to stand without support, coarse tremor, and impaired rapid alternating movements, point towards cerebellar dysfunction. Chronic alcohol exposure is a known cause of cerebellar degeneration, which matches the patient's history of daily rum consumption."
14,15,A 62-year-old man with a history of chronic bronchitis comes to the physician because of a 1-month history of worsening shortness of breath and cough productive of thick sputum. He smoked one pack of cigarettes daily for 20 years but quit 5 years ago. Physical examination shows an increased anteroposterior chest diameter and coarse crackles in the lower lung fields bilaterally. Treatment with a drug that directly antagonizes the effects of vagal stimulation on the airways is begun. Which of the following drugs was most likely started?,Montelukast,Albuterol,Tiotropium,Cromolyn,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms and history are consistent with chronic obstructive pulmonary disease (COPD). Tiotropium is an anticholinergic that directly antagonizes the effects of vagal stimulation on the airways, making it the most likely drug started.""
}",C,,0.9,"The patient's symptoms and history are consistent with chronic obstructive pulmonary disease (COPD). Tiotropium is an anticholinergic that directly antagonizes the effects of vagal stimulation on the airways, making it the most likely drug started."
15,16,"A 72-year-old man comes to the physician because of a 2-month history of fatigue and worsening abdominal pain. During this period, he also has excessive night sweats and shortness of breath on exertion. Over the past 3 months, he has had a 5.6-kg (12-lb) weight loss. He had a myocardial infarction 3 years ago. He has hypertension, diabetes mellitus, and chronic bronchitis. His medications include insulin, aspirin, lisinopril, and an albuterol inhaler. He has smoked half a pack of cigarettes for the past 45 years. Vital signs are within normal limits. The spleen is palpated 6 cm below the left costal margin. Laboratory studies show:
Hemoglobin 6.4 g/dL
Mean corpuscular volume 85 m3
Leukocyte count 5,200/mm3
Platelet count 96,000/mm3
A blood smear is shown. Bone marrow aspiration shows extensive fibrosis and a few scattered plasma cells. A JAK 2 assay is positive. Which of the following is the most appropriate next step in management?""",Cladribine,Prednisone,Imatinib,Stem cell transplantation,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation and lab findings are consistent with Primary Myelofibrosis (PMF), given the splenomegaly, anemia, thrombocytopenia, bone marrow fibrosis, and positive JAK2 assay. The most appropriate next step in management for a patient with PMF, especially with significant symptoms and cytopenias, is to consider stem cell transplantation, which is the only curative treatment for PMF.""
}",D,,0.9,"The patient's presentation and lab findings are consistent with Primary Myelofibrosis (PMF), given the splenomegaly, anemia, thrombocytopenia, bone marrow fibrosis, and positive JAK2 assay. The most appropriate next step in management for a patient with PMF, especially with significant symptoms and cytopenias, is to consider stem cell transplantation, which is the only curative treatment for PMF."
16,17,"A 36-year-old man is brought to the emergency department because of multiple episodes of nonbilious emesis for 3 days. The vomitus consists of undigested food and he has also had dark brown emesis twice today. He has been having early satiety during this period. He has had progressive severe episodic epigastric pain and dyspepsia for the past week. The pain is partially relieved with food or over-the-counter antacids, but worsens at night and several hours after eating. He has also had a weight gain of 2 kg (4.4 lbs) during this period. His father underwent surgery for colon cancer 3 years ago. He has smoked one pack of cigarettes daily for the last 15 years. He drinks two to three beers daily. His temperature is 37.1C (98.8F), pulse is 106/min and blood pressure is 108/68 mm Hg. Examination shows dry mucous membranes. The abdomen is mildly tender to palpation in the left upper quadrant; there is a tympanitic mass in the epigastrium. A succussion splash is heard with a stethoscope when the patient is rocked back and forth at the hips. Bowel sounds are reduced. Rectal examination is unremarkable. Test of the stool for occult blood is positive. The remainder of the examination shows no abnormalities. Serum studies show:
Na+ 135 mEq/L
K+ 3.3 mEq/L
Cl- 97 mEq/L
Urea nitrogen 46 mg/dL
Glucose 77 mg/dL
Creatinine 1.4 mg/dL
Which of the following is the underlying cause of this patient's vomiting?""",Inflammation and edema,Abnormal gastric rotation,Neoplastic growth,Scarring and fibrosis,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms, such as episodic epigastric pain, early satiety, nonbilious emesis with undigested food, and a succussion splash, are indicative of gastric outlet obstruction. The likely cause is peptic ulcer disease leading to inflammation and edema, which is supported by the relief of pain with food or antacids and the presence of occult blood in the stool.""
}",A,,0.9,"The patient's symptoms, such as episodic epigastric pain, early satiety, nonbilious emesis with undigested food, and a succussion splash, are indicative of gastric outlet obstruction. The likely cause is peptic ulcer disease leading to inflammation and edema, which is supported by the relief of pain with food or antacids and the presence of occult blood in the stool."
17,18,"A 40-year-old man comes to the physician because of shortness of breath, double vision, and fatigue for the past 4 weeks. He has no history of serious medical illness and takes no medications. Physical examination shows drooping of the eyelids bilaterally. He is unable to hold his arms up for longer than 3 minutes. A CT scan of the chest shows an anterior mediastinal mass with smooth contours. A photomicrograph of a specimen from the mass is shown. Which of the following immunologic processes normally occurs in the region indicated by the arrow?",B-cell maturation,V(D)J recombination,Thymocyte formation,Negative selection,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms and the presence of an anterior mediastinal mass with specific histological features suggest a thymoma, likely associated with myasthenia gravis. The region indicated by the arrow is likely the thymic medulla, where negative selection of thymocytes occurs to prevent autoimmunity.""
}",D,,0.9,"The patient's symptoms and the presence of an anterior mediastinal mass with specific histological features suggest a thymoma, likely associated with myasthenia gravis. The region indicated by the arrow is likely the thymic medulla, where negative selection of thymocytes occurs to prevent autoimmunity."
18,19,"A 16-year-old female patient with a history of mental retardation presents to your clinic with her mother. The mother states that she wants her daughter to have a bilateral tubal ligation after she recently discovered her looking at pornographic materials. She states that her daughter is not capable of understanding the repercussions of sexual intercourse, and that she does not want her to be burdened with a child that she would not be able to raise. Upon discussions with the patient, it is clear that she is not able to understand that sexual intercourse can lead to pregnancy. What should your next step be?",Schedule the patient for the requested surgery,"Wait until the patient is 18 years old, and then schedule for surgery",Refuse the procedure because it violates the ethical principle of autonomy,Refer the patient to a psychiatrist to get informed consent,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's inability to understand the implications of sexual intercourse and pregnancy raises significant ethical concerns regarding her autonomy and the potential sterilization. Refusing the procedure due to violation of autonomy is appropriate as it involves a non-therapeutic, irreversible sterilization of a minor with mental retardation, which is ethically complex and often legally restricted.""
}",C,,0.9,"The patient's inability to understand the implications of sexual intercourse and pregnancy raises significant ethical concerns regarding her autonomy and the potential sterilization. Refusing the procedure due to violation of autonomy is appropriate as it involves a non-therapeutic, irreversible sterilization of a minor with mental retardation, which is ethically complex and often legally restricted."
19,20,"A 41-year-old man presents to his primary care provider with abdominal pain. He says that the pain comes and goes throughout the day and usually lasts 20-30 minutes per episode. He can point to the spot 1-2 inches above the umbilicus where he feels the pain. He denies any feeling of regurgitation or nighttime cough but endorses nausea. He reports that he used to eat three large meals per day but has found that eating more frequently improves his pain. He tried a couple pills of ibuprofen with food over the past couple days and thinks it helped. He has gained four pounds since his past appointment three months ago. The patient denies any diarrhea or change in his stools. He has no past medical history. He drinks 5-6 beers on the weekend and has a 20 pack-year smoking history. He denies any family history of cancer. On physical exam, he is tender to palpation above the umbilicus. Bowel sounds are present. A stool guaiac test is positive. The patient undergoes endoscopy with biopsy to diagnose his condition.

Which of the following is most likely to be found on histology?",Mucosal defect in the stomach,PAS-positive material in the small intestine,Noncaseating granulomas in the small intestine,Crypt abscesses in the large intestine,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms, such as episodic abdominal pain localized above the umbilicus, nausea, and improvement with frequent eating, along with a positive stool guaiac test, suggest peptic ulcer disease. The endoscopy with biopsy is likely to show a mucosal defect in the stomach or duodenum, making option A the most plausible choice.""
}",A,,0.9,"The patient's symptoms, such as episodic abdominal pain localized above the umbilicus, nausea, and improvement with frequent eating, along with a positive stool guaiac test, suggest peptic ulcer disease. The endoscopy with biopsy is likely to show a mucosal defect in the stomach or duodenum, making option A the most plausible choice."
20,21,"A 54-year-old woman with a past medical history of mental retardation, hypertension, and diabetes presents to the emergency department with a change in her behavior. Her caretakers state that the patients gait suddenly became ataxic, and she became less responsive than her normal non-verbal baseline. Her temperature is 98.5F (36.9C), blood pressure is 125/68 mmHg, pulse is 90/min, respirations are 15/min, and oxygen saturation is 99% on room air. Physical exam is notable for an unremarkable HEENT exam with normal facial features and no signs of airway compromise. Neurological exam is remarkable for new onset spasticity. The patient has 3+ reflexes and a positive Babinski sign. Musculoskeletal exam is only notable for symmetric swelling and deformities of the patients hands bilaterally. Additionally, there is a ""clunk"" when posterior force is applied to the head while anterior force is applied to the cervical spine. Which of the following is the most likely risk factor that predisposed this patient to this condition?",Cerebral palsy,Diabetes mellitus,Down syndrome,Hypertension,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation with ataxic gait, new onset spasticity, 3+ reflexes, and a positive Babinski sign suggests upper motor neuron lesions. The 'clunk' on applying forces to the head and cervical spine indicates atlantoaxial instability, a condition commonly associated with Down syndrome, which is likely given the patient's history of mental retardation and normal facial features. Down syndrome is a known risk factor for atlantoaxial instability.""
}",C,,0.9,"The patient's presentation with ataxic gait, new onset spasticity, 3+ reflexes, and a positive Babinski sign suggests upper motor neuron lesions. The 'clunk' on applying forces to the head and cervical spine indicates atlantoaxial instability, a condition commonly associated with Down syndrome, which is likely given the patient's history of mental retardation and normal facial features. Down syndrome is a known risk factor for atlantoaxial instability."
21,22,A group of researchers wants to evaluate how often the human immunodeficiency virus (HIV) is related to high-risk behaviors in female sex workers from their country. An additional aim is to evaluate the association between HIV acquisition and certain sociodemographic factors. The researchers collect data through interviewer-administered questionnaires (for behavioral and sociodemographic data) as well as through clinical and serological evaluation/screening methods for HIV and other sexually transmitted infections. Which of the following could be the main outcome measure of their study?,Incidence,Prevalence,Hazard rate,Relative risk,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The study involves collecting data on HIV status at a single point in time through serological evaluation, making prevalence the most suitable main outcome measure as it reflects the proportion of individuals with HIV at the time of the study.""
}",B,,0.9,"The study involves collecting data on HIV status at a single point in time through serological evaluation, making prevalence the most suitable main outcome measure as it reflects the proportion of individuals with HIV at the time of the study."
