row_index,question_id,stem,option_A,option_B,option_C,option_D,claude_raw,claude_choice,claude_abstain_code,claude_confidence,claude_rationale
11,6263a5adb39b83da19092c21e63885cd03f5003aebb1ace6bd465d4440186fae,"A 35-year-old lady presented with a breast lump, 2 cm X 2 cm, next to the nipple. There were three mobile axillary nodes. There was no skin involvement and not fixed to the pectoral muscle. Trucut biopsy of the lump showed duct carcinoma. Sentinel node biopsy was negative. There was no evidence of distant metastases. Given this information ONLY, the best option of her management is:","Do modified radical mastectomy, chemotherapy and radiotherapy","Do simple mastectomy, axillary lymph node dissection, chemotherapy and radiotherapy","Do simple mastectomy, chemotherapy, and radiotherapy.","Do modified radical mastectomy, chemotherapy, radiotherapy, tamoxifen, and Herceptin","{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.9,
  ""rationale"": ""Management requires essential information not provided: hormone receptor status, HER2 status, tumor grade, and patient preferences for breast conservation versus mastectomy. The discrepancy between negative sentinel node and palpable axillary nodes also needs clarification.""
}",null,INSUFFICIENT_INFO,0.9,"Management requires essential information not provided: hormone receptor status, HER2 status, tumor grade, and patient preferences for breast conservation versus mastectomy. The discrepancy between negative sentinel node and palpable axillary nodes also needs clarification."
12,623fbab888a119358819c7e5113d64fc8541b9c8bcb1008947ab7cb97e89fee5,"A 68-year-old man is admitted to hospital with pneumonia and hyponatraemia with a sodium of 116 mmol/l. He was treated with antibiotics and rapid infusions of 3% hypertonic soline. Despite initial improvement, he started having seizures and went into a coma the next day. What is the possible cause of his deterioration?",Central pontine myelinosis,Acute stroke,Syndrome of inappropriate antidiuretic hormone secretion,Meningitis,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Rapid correction of severe hyponatremia with hypertonic saline can cause osmotic demyelination syndrome, particularly central pontine myelinolysis. The timeline of initial improvement followed by neurological deterioration (seizures, coma) is classic for this iatrogenic complication.""
}",A,,0.9,"Rapid correction of severe hyponatremia with hypertonic saline can cause osmotic demyelination syndrome, particularly central pontine myelinolysis. The timeline of initial improvement followed by neurological deterioration (seizures, coma) is classic for this iatrogenic complication."
13,bca0f3ab7477c7fdc04f7ade627ab236c06db5b139750c7411cb93f4aaa749ee,A 24 year old man who has suffered from recurrent shoulder dislocation is found to have an early diastolic murmur best heard at left third intercostal space. He is tall and thin with a long arm span. What is the likely cause of the murmur?,Aortic stenosis,Pulmonary stenosis,Mitral stenosis,Tricuspid regurgitation,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""An early diastolic murmur at the left third intercostal space in a tall, thin patient with joint hypermobility suggests aortic regurgitation, likely from aortic root dilatation associated with connective tissue disorder. None of the listed options include aortic regurgitation.""
}",null,NO_VALID_OPTION,0.9,"An early diastolic murmur at the left third intercostal space in a tall, thin patient with joint hypermobility suggests aortic regurgitation, likely from aortic root dilatation associated with connective tissue disorder. None of the listed options include aortic regurgitation."
14,7cfc58c7adeeca17732e6dbb3b423dbf0a581a5008d3efda214cc6b8168d0c76,"A 28-year-old male was injured in a motorcycle accident in which he was not wearing a helmet. On admission to the emergency room he was in severe respiratory distress and hypotensive (blood pressure 80/40 mm. Hg), and appeared cyanotic. He was bleeding profusely from the nose and had an obviously open femur fracture with exposed bone. Breath sounds were decreased on the right side of the chest. The initial management priority should be:",Control of hemorrhage with anterior and posterior nasal packing.,Tube thoracostomy in the right hemithorax,Endotracheal intubation with in-line cervical traction.,Obtain intravenous access and begin emergency type O blood transfusions.,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""In trauma management, airway takes priority over breathing and circulation (ABC). The patient is in severe respiratory distress and cyanotic, indicating compromised airway/oxygenation that must be secured first before addressing other injuries.""
}",C,null,0.9,"In trauma management, airway takes priority over breathing and circulation (ABC). The patient is in severe respiratory distress and cyanotic, indicating compromised airway/oxygenation that must be secured first before addressing other injuries."
15,bc86888c0d7272af42a447835e2152de73ef672bde37bd33aaba65f18ee9fe1f,"A 50-year-old drug abuser presents with fever and weight loss. Exam shows hypertension, nodular skin rash, and peripheral neuropathy. ESR is 100 mm/L , and RBC casts are seen on urinalysis. What is the likely diagnosis?",Polymyalgia rheumatica,Reiter’s syndrome,Ankylosing spondylitis,Drug-induced lupus erythematosus,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation (fever, weight loss, hypertension, nodular skin rash, peripheral neuropathy, elevated ESR, RBC casts) in a drug abuser strongly suggests polyarteritis nodosa, which is not among the listed options. None of the given choices match this classic vasculitic syndrome.""
}",null,NO_VALID_OPTION,0.9,"The clinical presentation (fever, weight loss, hypertension, nodular skin rash, peripheral neuropathy, elevated ESR, RBC casts) in a drug abuser strongly suggests polyarteritis nodosa, which is not among the listed options. None of the given choices match this classic vasculitic syndrome."
16,a08c41234ec67f3778fbc05d789adffc5a16b36b5a2c10fd68071c2f66627009,A 2-year old child presents with two-day history of passage of blood-streaked loose stool. There was no associated vomiting but there was history of excessive crying prior to bowel opening. The most likely aetiology is:,Enterohaemorrhagic Escherichia coli.,Entamoeba coli,Shigella flexneri,Shigella dysenteriae,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The combination of blood-streaked loose stool with excessive crying (indicating tenesmus/abdominal pain) in a 2-year-old is classic for shigellosis. Shigella flexneri is the most common cause of dysentery in young children in this age group.""
}",C,null,0.8,The combination of blood-streaked loose stool with excessive crying (indicating tenesmus/abdominal pain) in a 2-year-old is classic for shigellosis. Shigella flexneri is the most common cause of dysentery in young children in this age group.
17,679aca552d8a44e0afd303a2bfb8145f7a442018bc3f195c6ebf6ab6720cb314,A previously healthy 8-week old infant presents with four-week history of vomiting soon after each episode of breastfeeding. Abdominal examination reveals a non-tender epigastric mass. Which of the following dyselectrolytaemia is typical?,Hyperglycaemia,Hypoglycaemia,Hypokalaemia,Hypernatraemia,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""This presentation is classic for pyloric stenosis with post-feeding vomiting and palpable epigastric mass. The persistent vomiting of gastric contents leads to loss of hydrogen, chloride, and potassium, resulting in hypochloremic, hypokalemic metabolic alkalosis.""
}",C,null,0.9,"This presentation is classic for pyloric stenosis with post-feeding vomiting and palpable epigastric mass. The persistent vomiting of gastric contents leads to loss of hydrogen, chloride, and potassium, resulting in hypochloremic, hypokalemic metabolic alkalosis."
18,d183959faf38afcfcb291cbf683cf66e160ab9539bc9e4e0ddfa23f272a10492,"A 29-year-old woman presents to her GP with small lumps on her vulva. 
Examination reveals warty lesions. Subsequently she is referred to the vulval clinic. The biopsy of the lesions reveals benign genital warts. The following drugs can be used in the treatment of her condition except which one of the following?",Trichloracetic acid,Podophyllin,Podophyllotoxin,Dactinomycin,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""Dactinomycin is an antineoplastic antibiotic used for cancer treatment, not genital warts. Trichloroacetic acid, podophyllin, and podophyllotoxin are all established topical treatments for genital warts.""
}",D,null,0.95,"Dactinomycin is an antineoplastic antibiotic used for cancer treatment, not genital warts. Trichloroacetic acid, podophyllin, and podophyllotoxin are all established topical treatments for genital warts."
19,d2fcdf819ff30c5ea685a1bf6a1b9b4b1fe1455f20bb2147f387cc8c98daf92b,A 26-year-old woman presents for follow-up of her multiple sclerosis. She has had two separate episodes of optic neuritis and has noticed stutteringly progressive weakness in her lower extremities. She has a mild neurogenic bladder. MRI scanning reveals several plaques in the periventricular white matter and several other plaques in the brainstem. Which of the following best summarizes the role of interferon β for this disease?,It improves patients’ symptoms and has no significant side effects,It can cure one-third of patients,It reduces relapse rate by 50%,It improves survival,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.85,
  ""rationale"": ""Interferon β is a first-line disease-modifying therapy for relapsing-remitting MS that reduces relapse rates by approximately 30-50% in clinical trials. It does not cure MS, has significant side effects including flu-like symptoms, and primarily affects relapse rate rather than survival.""
}",C,null,0.85,"Interferon β is a first-line disease-modifying therapy for relapsing-remitting MS that reduces relapse rates by approximately 30-50% in clinical trials. It does not cure MS, has significant side effects including flu-like symptoms, and primarily affects relapse rate rather than survival."
20,4f5d98c72477b02a43fad895ba14baa5152fced1589da4a2c3c2f8453ce301bc,A 45-year-old woman presents to the clinic on account of easy fatigue and generalized pruritus for the past 5 months. She has a number of spider naevi over her chest and hepatomegaly 2 cm below subcostal margin. Liver function tests done were abnormal. Anti-mitochondrial antibody test is positive. What is the most likely diagnosis?,Alpha-1 antitrypsin deficiency,Wilson’s disease,Primary sclerosing cholangitis,Autoimmune hepatitis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation of fatigue, pruritus, spider naevi, hepatomegaly, and positive anti-mitochondrial antibody is classic for primary biliary cholangitis (PBC). This diagnosis is not listed among the options provided.""
}",null,NO_VALID_OPTION,0.9,"The clinical presentation of fatigue, pruritus, spider naevi, hepatomegaly, and positive anti-mitochondrial antibody is classic for primary biliary cholangitis (PBC). This diagnosis is not listed among the options provided."
21,11b9d730349397642247b17fbc68510c89752e0cf1aef01f66f62e0ef3f5584e,A patient with psychotic disorder is convinced that she has caused a recent earthquake because she was bored and wishing for something exciting to occur. Which of the following symptoms MOST CLOSELY describes this symptom?,Echolalia,Obsession,Thought broadcasting,Nihilism,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The described symptom represents a delusion of reference/causation where the patient believes her thoughts caused external events. None of the options accurately describe this - echolalia is speech repetition, obsession is intrusive thoughts, thought broadcasting is believing others can hear thoughts, and nihilism is belief in non-existence.""
}",null,NO_VALID_OPTION,0.9,"The described symptom represents a delusion of reference/causation where the patient believes her thoughts caused external events. None of the options accurately describe this - echolalia is speech repetition, obsession is intrusive thoughts, thought broadcasting is believing others can hear thoughts, and nihilism is belief in non-existence."
22,b2dce8406017590d925e3db8a7c60ceaf4a8acaa13ddfe24a48c48d9ca887d8e,A 20-year old male presents in your emergency room with multiple facial lacerations after a motorvehicle collision. There is one particularly deep laceration through the tragus and 4 cm into the parotid gland. You remember to check the facial nerve function and find no motion around the eye or over the forehead. The nasal ala flares on deep breathing and the corner of the mouth appears normal on smiling. What area of the facial nerve is most likely injured?,Main trunk,Inferior division,Superior division,Temporal branch,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Loss of eye and forehead movement with preserved nasal flaring and normal mouth function indicates superior division injury. The superior division innervates the temporal and zygomatic branches controlling upper facial muscles.""
}",C,null,0.9,Loss of eye and forehead movement with preserved nasal flaring and normal mouth function indicates superior division injury. The superior division innervates the temporal and zygomatic branches controlling upper facial muscles.
23,1fd10b9d8fc2562c7b172b3063466dc13ee6431af1c20056a37a076b22fe389b,"A 3-year-old male weighing 16 kg (35.3 pounds) presents with second and third-degree burns of his anterior trunk, upper back, and right arm, after pulling a large pot of boiling water off the stove onto himself. This is a 23% total body surface area burn. Fluid resuscitation is started based on the Parkland formula. When reassessing this patient 3 hours after starting fluid resuscitation, what would be an appropriate urine output?",0.25 mL/kg/hour,2.0 mL/kg/hour,1.0 ml/kg/hour,3.5 ml/kg/hour,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""For pediatric burn patients, the target urine output is 1.0-1.5 mL/kg/hour, which is higher than adults due to higher metabolic rate and kidney function. Option C at 1.0 mL/kg/hour represents the minimum acceptable urine output for adequate resuscitation in this child.""
}",C,null,0.9,"For pediatric burn patients, the target urine output is 1.0-1.5 mL/kg/hour, which is higher than adults due to higher metabolic rate and kidney function. Option C at 1.0 mL/kg/hour represents the minimum acceptable urine output for adequate resuscitation in this child."
24,89dc65251515e6a66ac71036fce32a8ba2e298e2710b7928990697e7125a9a95,A 32-year-old woman is seen at the Endocrine Clinic on account of recurring headaches and episodes of diaphoresis. She was diagnosed of hypertension 6 months which have worsened over the last few months despite starting lisinopril 10 mg daily. Blood pressure checked is 160/94 mmHg. It is also noticed that she had a large tongue and prominent lower jaw. Her body mass index is 24 kg/m2. What is the likely cause of the hypertension?,Cushing disease,Primary hypertension,Acromegaly,Phaechromocytoma,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The combination of hypertension, headaches, diaphoresis, large tongue, and prominent lower jaw (prognathism) are classic features of acromegaly caused by excess growth hormone. These physical changes are pathognomonic for acromegaly.""
}",C,null,0.9,"The combination of hypertension, headaches, diaphoresis, large tongue, and prominent lower jaw (prognathism) are classic features of acromegaly caused by excess growth hormone. These physical changes are pathognomonic for acromegaly."
25,e8b57e5faf23bb2c13c0092ce69e3f60f4015c76f49668e0b7664c68b7af093b,"A 1-year-old child presents with crying continuously and drawing his legs up. The mother reports associated episodes of passing bloody mucus per rectum. A long, thin mass is palpable in the right upper quadrant of the abdomen. No peritoneal signs are present. Intussusception is suspected. Which of the following is the most appropriate next step?",Administration of IV fluids and observation,Diagnostic laparoscopy with laparoscopic reduction,Exploratory laparotomy with bowel resection,Decompressive colonoscopy with placement of a rectal tube,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The most appropriate next step for suspected intussusception in a stable child is air or contrast enema for both diagnosis and therapeutic reduction. None of the given options include this standard first-line treatment.""
}",null,NO_VALID_OPTION,0.9,The most appropriate next step for suspected intussusception in a stable child is air or contrast enema for both diagnosis and therapeutic reduction. None of the given options include this standard first-line treatment.
26,dada4d61b14696cd165474a39fdec770b6dd8da0e1f32d1d48ccf53a010878bf,A 38-year-old male presents with hypertension and worsening renal function. An ultrasound done showed multiple cysts in both kidneys as well as cysts in the liver. A diagnosis of polycystic kidney disease is made. Which of the following is the most important association with the diagnosis?,Infertility,Colon cancer,Type 1 diabetes,Cerebral aneurysms,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Autosomal dominant polycystic kidney disease (ADPKD) is strongly associated with cerebral aneurysms, occurring in 8-10% of patients. This is a serious complication requiring screening due to risk of subarachnoid hemorrhage.""
}",D,null,0.9,"Autosomal dominant polycystic kidney disease (ADPKD) is strongly associated with cerebral aneurysms, occurring in 8-10% of patients. This is a serious complication requiring screening due to risk of subarachnoid hemorrhage."
27,5558fe2bfe788a2020236bd74e4b142d43ff7ef45f4d25e6d17d400ff8001dc4,"A 64-year-old, otherwise healthy male is found on physical exam to have a carotid bruit. An ultrasound shows luminal stenosis in the left 
internal carotid artery (ICA) of approximately 90%. He is asymptomatic. Which of the following is true of treatment for his condition? 
A. He","He should probably be treated with endovascular placement of a carotid stent and best medicalmanagement (daily antiplatelet therapy, SBP<130  mmHg, blood glucose well controlled, and LDL cholesterol<100).","He should probably be treated with best medical management  (daily antiplatelet therapy,SBP<130 mmHg, blood glucose  well controlled, and LDL cholesterol<100).",He should probably be reassured that treatment is unnecessary at this time.,"He should probably be treated with surgical endarterectomy and best medical management(daily antiplatelet therapy, SBP<130  mmHg, blood glucose well controlled, and LDL cholesterol<100).","{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.85,
  ""rationale"": ""Asymptomatic severe carotid stenosis (>70-80%) in a healthy 64-year-old male with good life expectancy warrants carotid endarterectomy plus medical management based on major trials like ACST. CEA is preferred over stenting in this age group due to lower periprocedural stroke risk.""
}",D,null,0.85,Asymptomatic severe carotid stenosis (>70-80%) in a healthy 64-year-old male with good life expectancy warrants carotid endarterectomy plus medical management based on major trials like ACST. CEA is preferred over stenting in this age group due to lower periprocedural stroke risk.
28,e58a7a0239c2bd3ab587acc17f290963482b03ff96effa15a2b74baddfc57054,The obstetric doctor on call is asked to review a cardiotocograph performed prior to induction of labour in a 39 weeks old multigravida. Which of the following features should help to reassure the doctor that this is a normal trace?,The baseline variability is <5 beats per minute,The baseline heart rate is 100 beats per minute.,The tocograph is picking up regular contractions.,are no significant accelerations of the fetal heart on the 30-minute recording.,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""All options describe abnormal or concerning CTG features. Normal CTG should have baseline variability >5 bpm, heart rate 110-160 bpm, and presence of accelerations, while regular contractions before induction would be unusual.""
}",null,NO_VALID_OPTION,0.9,"All options describe abnormal or concerning CTG features. Normal CTG should have baseline variability >5 bpm, heart rate 110-160 bpm, and presence of accelerations, while regular contractions before induction would be unusual."
29,beb60b2b374bbe06ebf60da3a61ee428c8a43f5218eef93852630864deebf280,"A 48-year-old black female complains of joint pain and morning stiffness over 4 months. Examination reveals swelling of the wrists and MCPs as well as tenderness and joint effusion in both knees. The rheumatoid factor is positive, antibodies to cyclic citrullinated protein are present, and subcutaneous nodules are noted on the extensor surfaces of the forearm.
Which of the following statements is correct?",Prednisone 60 mg per day should be started,The patient has RA and should be evaluated for disease-modifying antirheumatic therapy,A nonsteroidal anti-inflammatory drug should be added to aspirin,The patient’s prognosis is highly favorable,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""Patient meets clinical and serologic criteria for rheumatoid arthritis with positive RF, anti-CCP antibodies, symmetric joint involvement, and rheumatoid nodules. Early DMARD therapy is indicated to prevent joint damage and disease progression.""
}",B,null,0.95,"Patient meets clinical and serologic criteria for rheumatoid arthritis with positive RF, anti-CCP antibodies, symmetric joint involvement, and rheumatoid nodules. Early DMARD therapy is indicated to prevent joint damage and disease progression."
